# Russian irregular verbs — mined from OpenCorpora gold (kaikki
# fills gaps). Non-reflexive base lemmas; reflexives and prefixed
# derivatives match by suffix unless the base is exact (col 4).
# Regenerate: python3 scripts/rus/mine_verbs.py
# lemma	nonpast(6)	past(4:masc,fem,neut,pl)	imp(2:sg,pl)	exact
кургузить	-	-	кургузь,кургузьте	-
курнуть	курну,курнёшь,курнёт,курнём,курнёте,курнут	-	-	-
куролесить	-	-	куролесь,куролесьте	-
курочить	-	-	курочь,курочьте	-
курсивить	-	-	курсивь,курсивьте	-
курчавить	-	-	курчавь,курчавьте	-
кутнуть	кутну,кутнёшь,кутнёт,кутнём,кутнёте,кутнут	-	-	-
кухарить	-	-	кухарь,кухарьте	-
кучерявить	-	-	кучерявь,кучерявьте	-
ладить	-	-	ладь,ладьте	1
лазить	-	-	лазь,лазьте	1
лакомить	-	-	лакомь,лакомьте	-
лаять	лаю,лаешь,лает,лаем,лаете,лают	-	лай,лайте	-
лгать	лгу,лжёшь,лжёт,лжём,лжёте,лгут	-	лги,лгите	-
лежать	лежу,лежишь,лежит,лежим,лежите,лежат	-	лежи,лежите	-
лезть	лезу,лезешь,лезет,лезем,лезете,лезут	лез,лезла,лезло,лезли	лезь,лезьте	1
лелеять	лелею,лелеешь,лелеет,лелеем,лелеете,лелеют	-	лелей,лелейте	-
лепетать	лепечу,лепечешь,лепечет,лепечем,лепечете,лепечут	-	лепечи,лепечите	-
лететь	лечу,летишь,летит,летим,летите,летят	-	лети,летите	-
лечь	лягу,ляжешь,ляжет,ляжем,ляжете,лягут	лёг,легла,легло,легли	ляг,лягте	1
ливнуть	замючу,замютишь,замютит,замютим,замютите,замютят	замютил,замютила,замютило,замютили	замють,замютьте	-
лизануть	лизану,лизанёшь,лизанёт,лизанём,лизанёте,лизанут	-	-	-
лизать	лижу,лижешь,лижет,лижем,лижете,лижут	-	лижи,лижите	-
лизнуть	лизну,лизнёшь,лизнёт,лизнём,лизнёте,лизнут	-	-	1
лисить	лисю,лисишь,лисит,лисим,лисите,лисят	-	-	-
лить	лью,льёшь,льёт,льём,льёте,льют	-	лей,лейте	1
лихорадить	-	-	лихорадь,лихорадьте	1
лицезреть	лицезрю,лицезришь,лицезрит,лицезрим,лицезрите,лицезрят	-	лицезри,лицезрите	-
лицемерить	-	-	лицемерь,лицемерьте	-
лопатить	-	-	лопать,лопатьте	-
лопотать	лопочу,лопочешь,лопочет,лопочем,лопочете,лопочут	-	лопочи,лопочите	-
лохматить	-	-	лохмать,лохматьте	-
лукавить	-	-	лукавь,лукавьте	-
лупануть	лупану,лупанёшь,лупанёт,лупанём,лупанёте,лупанут	-	-	-
льнуть	льну,льнёшь,льнёт,льнём,льнёте,льнут	-	-	-
лягнуть	лягну,лягнёшь,лягнёт,лягнём,лягнёте,лягнут	-	-	-
магнитить	-	-	магнить,магнитьте	-
мазануть	мазану,мазанёшь,мазанёт,мазанём,мазанёте,мазанут	-	-	-
мазать	мажу,мажешь,мажет,мажем,мажете,мажут	-	мажь,мажьте	1
мазнуть	мазну,мазнёшь,мазнёт,мазнём,мазнёте,мазнут	-	-	-
майданить	-	-	майдань,майданьте	-
маклачить	-	-	маклачь,маклачьте	-
макнуть	макну,макнёшь,макнёт,макнём,макнёте,макнут	-	-	-
малевать	малюю,малюешь,малюет,малюем,малюете,малюют	-	малюй,малюйте	-
малярить	-	-	малярь,малярьте	-
