# lemma	PA	IA	PP	IP
آب	آبَ	يَؤُوبُ	إِيبَ	يُؤَابُ
اندثر	اِنْدَثَرَ	يَنْدَثِرُ	-	-
اندرج	اِنْدَرَجَ	يَنْدَرِجُ	اُنْدُرِجَ	يُنْدَرَجُ
اندس	اِنْدَسَّ	يَنْدَسُّ	-	-
اندعس	اِنْدَعَسَ	يَنْدَعِسُ	-	-
اندفع	اِنْدَفَعَ	يَنْدَفِعُ	اُنْدُفِعَ	يُنْدَفَعُ
اندفق	اِنْدَفَقَ	يَنْدَفِقُ	اُنْدُفِقَ	يُنْدَفَقُ
اندلع	اِنْدَلَعَ	يَنْدَلِعُ	-	-
اندلق	اِنْدَلَقَ	يَنْدَلِقُ	-	-
اندمج	اِنْدَمَجَ	يَنْدَمِجُ	اُنْدُمِجَ	يُنْدَمَجُ
اندمر	اِنْدَمَرَ	يَنْدَمِرُ	اُنْدُمِرَ	يُنْدَمَرُ
اندمل	اِنْدَمَلَ	يَنْدَمِلُ	-	-
اندهش	اِنْدَهَشَ	يَنْدَهِشُ	-	-
انذأف	اِنْذَأَفَ	يَنْذَئِفُ	-	-
انزاح	اِنْزَاحَ	يَنْزَاحُ	-	-
انزعج	اِنْزَعَجَ	يَنْزَعِجُ	اُنْزُعِجَ	يُنْزَعَجُ
انزلق	اِنْزَلَقَ	يَنْزَلِقُ	اُنْزُلِقَ	يُنْزَلَقُ
انزوى	اِنْزَوَى	يَنْزَوِي	-	-
انساب	اِنْسَابَ	يَنْسَابُ	-	-
انساق	اِنْسَاقَ	يَنْسَاقُ	اُنْسِيقَ	يُنْسَاقُ
انسجم	اِنْسَجَمَ	يَنْسَجِمُ	اُنْسُجِمَ	يُنْسَجَمُ
انسجن	اِنْسَجَنَ	يَنْسَجِنُ	اُنْسُجِنَ	يُنْسَجَنُ
انسحب	اِنْسَحَبَ	يَنْسَحِبُ	اُنْسُحِبَ	يُنْسَحَبُ
انسحق	اِنْسَحَقَ	يَنْسَحِقُ	-	-
انسد	اِنْسَدَّ	يَنْسَدُّ	-	-
انسطل	اِنْسَطَلَ	يَنْسَطِلُ	-	-
انسكب	اِنْسَكَبَ	يَنْسَكِبُ	-	-
انسل	اِنْسَلَّ	يَنْسَلُّ	-	-
انسلب	اِنْسَلَبَ	يَنْسَلِبُ	-	-
انسلخ	اِنْسَلَخَ	يَنْسَلِخُ	-	-
انشرح	اِنْشَرَحَ	يَنْشَرِحُ	اُنْشُرِحَ	يُنْشَرَحُ
انشغف	اِنْشَغَفَ	يَنْشَغِفُ	اُنْشُغِفَ	يُنْشَغَفُ
انشغل	اِنْشَغَلَ	يَنْشَغِلُ	اُنْشُغِلَ	يُنْشَغَلُ
انشق	اِنْشَقَّ	يَنْشَقُّ	-	-
انشوى	اِنْشَوَى	يَنْشَوِي	-	-
انصاع	اِنْصَاعَ	يَنْصَاعُ	اُنْصِيعَ	يُنْصَاعُ
انصب	اِنْصَبَّ	يَنْصَبُّ	-	-
انصبن	اِنْصَبَنَ	يَنْصَبِنُ	-	-
انصرف	اِنْصَرَفَ	يَنْصَرِفُ	اُنْصُرِفَ	يُنْصَرَفُ
انصرم	اِنْصَرَمَ	يَنْصَرِمُ	-	-
انصهر	اِنْصَهَرَ	يَنْصَهِرُ	-	-
انضبط	اِنْضَبَطَ	يَنْضَبِطُ	-	-
انضجع	اِنْضَجَعَ	يَنْضَجِعُ	-	-
انضرب	اِنْضَرَبَ	يَنْضَرِبُ	-	-
انضم	اِنْضَمَّ	يَنْضَمُّ	اُنْضُمَّ	يُنْضَمُّ
انضوى	اِنْضَوَى	يَنْضَوِي	اُنْضُوِيَ	يُنْضَوَى
انطبع	اِنْطَبَعَ	يَنْطَبِعُ	اُنْطُبِعَ	يُنْطَبَعُ
انطبق	اِنْطَبَقَ	يَنْطَبِقُ	اُنْطُبِقَ	يُنْطَبَقُ
انطرح	اِنْطَرَحَ	يَنْطَرِحُ	اُنْطُرِحَ	يُنْطَرَحُ
انطرق	اِنْطَرَقَ	يَنْطَرِقُ	-	-
انطفأ	اِنْطَفَأَ	يَنْطَفِئُ	-	-
انطلب	اِنْطَلَبَ	يَنْطَلِبُ	-	-
انطلق	اِنْطَلَقَ	يَنْطَلِقُ	-	-
انطلى	اِنْطَلَى	يَنْطَلِي	اُنْطُلِيَ	يُنْطَلَى
انطوى	اِنْطَوَى	يَنْطَوِي	اُنْطُوِيَ	يُنْطَوَى
انعتق	اِنْعَتَقَ	يَنْعَتِقُ	اُنْعُتِقَ	يُنْعَتَقُ
انعتل	اِنْعَتَلَ	يَنْعَتِلُ	اُنْعُتِلَ	يُنْعَتَلُ
انعدم	اِنْعَدَمَ	يَنْعَدِمُ	-	-
انعدى	اِنْعَدَى	يَنْعَدِي	-	-
انعزل	اِنْعَزَلَ	يَنْعَزِلُ	-	-
انعصر	اِنْعَصَرَ	يَنْعَصِرُ	اُنْعُصِرَ	يُنْعَصَرُ
انعطف	اِنْعَطَفَ	يَنْعَطِفُ	اُنْعُطِفَ	يُنْعَطَفُ
انعقد	اِنْعَقَدَ	يَنْعَقِدُ	اُنْعُقِدَ	يُنْعَقَدُ
انعكس	اِنْعَكَسَ	يَنْعَكِسُ	اُنْعُكِسَ	يُنْعَكَسُ
انعمل	اِنْعَمَلَ	يَنْعَمِلُ	-	-
انغرز	اِنْغَرَزَ	يَنْغَرِزُ	اُنْغُرِزَ	يُنْغَرَزُ
انغسل	اِنْغَسَلَ	يَنْغَسِلُ	اُنْغُسِلَ	يُنْغَسَلُ
انغلق	اِنْغَلَقَ	يَنْغَلِقُ	-	-
انغم	اِنْغَمَّ	يَنْغَمُّ	-	-
انغمس	اِنْغَمَسَ	يَنْغَمِسُ	اُنْغُمِسَ	يُنْغَمَسُ
انفأى	اِنْفَأَى	يَنْفَئِي	-	-
انفتح	اِنْفَتَحَ	يَنْفَتِحُ	-	-
انفجر	اِنْفَجَرَ	يَنْفَجِرُ	اُنْفُجِرَ	يُنْفَجَرُ
انفرث	اِنْفَرَثَ	يَنْفَرِثُ	-	-
انفرد	اِنْفَرَدَ	يَنْفَرِدُ	-	-
انفرط	اِنْفَرَطَ	يَنْفَرِطُ	-	-
انفصل	اِنْفَصَلَ	يَنْفَصِلُ	اُنْفُصِلَ	يُنْفَصَلُ
انفصم	اِنْفَصَمَ	يَنْفَصِمُ	-	-
انفض	اِنْفَضَّ	يَنْفَضُّ	-	-
انفضح	اِنْفَضَحَ	يَنْفَضِحُ	-	-
انفطر	اِنْفَطَرَ	يَنْفَطِرُ	-	-
انفعل	اِنْفَعَلَ	يَنْفَعِلُ	-	-
انفقأ	اِنْفَقَأَ	يَنْفَقِئُ	-	-
انفقع	اِنْفَقَعَ	يَنْفَقِعُ	-	-
انفك	اِنْفَكَّ	يَنْفَكُّ	-	-
انفلت	اِنْفَلَتَ	يَنْفَلِتُ	-	-
انفلق	اِنْفَلَقَ	يَنْفَلِقُ	-	-
انفهق	اِنْفَهَقَ	يَنْفَهِقُ	-	-
انقاد	اِنْقَادَ	يَنْقَادُ	اُنْقِيدَ	يُنْقَادُ
انقبض	اِنْقَبَضَ	يَنْقَبِضُ	-	-
انقد	اِنْقَدَّ	يَنْقَدُّ	-	-
انقرأ	اِنْقَرَأَ	يَنْقَرِئُ	-	-
انقرض	اِنْقَرَضَ	يَنْقَرِضُ	اُنْقُرِضَ	يُنْقَرَضُ
انقسم	اِنْقَسَمَ	يَنْقَسِمُ	-	-
انقشع	اِنْقَشَعَ	يَنْقَشِعُ	-	-
انقص	اِنْقَصَّ	يَنْقَصُّ	-	-
انقض	اِنْقَضَّ	يَنْقَضُّ	-	-
انقضى	اِنْقَضَى	يَنْقَضِي	-	-
انقطع	اِنْقَطَعَ	يَنْقَطِعُ	-	-
انقلب	اِنْقَلَبَ	يَنْقَلِبُ	اُنْقُلِبَ	يُنْقَلَبُ
انقلع	اِنْقَلَعَ	يَنْقَلِعُ	اُنْقُلِعَ	يُنْقَلَعُ
انكب	اِنْكَبَّ	يَنْكَبُّ	-	-
انكتب	اِنْكَتَبَ	يَنْكَتِبُ	اُنْكُتِبَ	يُنْكَتَبُ
انكرب	اِنْكَرَبَ	يَنْكَرِبُ	-	-
انكسر	اِنْكَسَرَ	يَنْكَسِرُ	اُنْكُسِرَ	يُنْكَسَرُ
انكسف	اِنْكَسَفَ	يَنْكَسِفُ	-	-
انكشف	اِنْكَشَفَ	يَنْكَشِفُ	-	-
انكف	اِنْكَفَّ	يَنْكَفُّ	اُنْكُفَّ	يُنْكَفُّ
انكفأ	اِنْكَفَأَ	يَنْكَفِئُ	اُنْكُفِئَ	يُنْكَفَأُ
انكمش	اِنْكَمَشَ	يَنْكَمِشُ	-	-
انماع	اِنْمَاعَ	يَنْمَاعُ	-	-
انمحص	اِنْمَحَصَ	يَنْمَحِصُ	-	-
انمحق	اِنْمَحَقَ	يَنْمَحِقُ	-	-
انمحى	اِنْمَحَى	يَنْمَحِي	-	-
انملخ	اِنْمَلَخَ	يَنْمَلِخُ	-	-
انملس	اِنْمَلَسَ	يَنْمَلِسُ	-	-
انهار	اِنْهَارَ	يَنْهَارُ	-	-
انهاس	اِنْهَاسَ	يَنْهَاسُ	-	-
انهاض	اِنْهَاضَ	يَنْهَاضُ	اُنْهِيضَ	يُنْهَاضُ
انهال	اِنْهَالَ	يَنْهَالُ	-	-
انهرس	اِنْهَرَسَ	يَنْهَرِسُ	-	-
انهزل	اِنْهَزَلَ	يَنْهَزِلُ	-	-
انهزم	اِنْهَزَمَ	يَنْهَزِمُ	-	-
انهلك	اِنْهَلَكَ	يَنْهَلِكُ	اُنْهُلِكَ	يُنْهَلَكُ
انهمر	اِنْهَمَرَ	يَنْهَمِرُ	-	-
انهمك	اِنْهَمَكَ	يَنْهَمِكُ	-	-
انهوى	اِنْهَوَى	يَنْهَوِي	-	-
اهتاج	اِهْتَاجَ	يَهْتَاجُ	-	-
اهتجر	اِهْتَجَرَ	يَهْتَجِرُ	-	-
اهتدى	اِهْتَدَى	يَهْتَدِي	اُهْتُدِيَ	يُهْتَدَى
اهتز	اِهْتَزَّ	يَهْتَزُّ	-	-
اهتلك	اِهْتَلَكَ	يَهْتَلِكُ	اُهْتُلِكَ	يُهْتَلَكُ
اهتم	اِهْتَمَّ	يَهْتَمُّ	اُهْتُمَّ	يُهْتَمُّ
اهرورق	اِهْرَوْرَقَ	يَهْرَوْرِقُ	-	-
ايراق	اِيرَاقَّ	يَيْرَاقُّ	-	-
بؤس	بَؤُسَ	يَبْؤُسُ	-	-
بئس	بَئِسَ	يَبْأَسُ	-	-
باء	بَاءَ	يَبُوءُ	بِيءَ	يُبَاءُ
بات	بَاتَ	يَبِيتُ	بِيتَ	يُبَاتُ
باح	بَاحَ	يَبُوحُ	بِيحَ	يُبَاحُ
باحث	بَاحَثَ	يُبَاحِثُ	بُوحِثَ	يُبَاحَثُ
باد	بَادَ	يَبِيدُ	-	-
بادر	بَادَرَ	يُبَادِرُ	بُودِرَ	يُبَادَرُ
بادل	بَادَلَ	يُبَادِلُ	بُودِلَ	يُبَادَلُ
بار	بَارَ	يَبُورُ	بِيرَ	يُبَارُ
بارح	بَارَحَ	يُبَارِحُ	بُورِحَ	يُبَارَحُ
بارز	بَارَزَ	يُبَارِزُ	بُورِزَ	يُبَارَزُ
بارك	بَارَكَ	يُبَارِكُ	بُورِكَ	يُبَارَكُ
بارى	بَارَى	يُبَارِي	بُورِيَ	يُبَارَى
باس	بَاسَ	يَبُوسُ	بِيسَ	يُبَاسُ
باشر	بَاشَرَ	يُبَاشِرُ	بُوشِرَ	يُبَاشَرُ
باض	بَاضَ	يَبِيضُ	بِيضَ	يُبَاضُ
باضع	بَاضَعَ	يُبَاضِعُ	بُوضِعَ	يُبَاضَعُ
باظ	بَاظَ	يَبُوظُ	-	-
باع	بَاعَ	يَبِيعُ	بِيعَ	يُبَاعُ
باغت	بَاغَتَ	يُبَاغِتُ	بُوغِتَ	يُبَاغَتُ
باغض	بَاغَضَ	يُبَاغِضُ	بُوغِضَ	يُبَاغَضُ
بال	بَالَ	يَبُولُ	بِيلَ	يُبَالُ
بالغ	بَالَغَ	يُبَالِغُ	بُولِغَ	يُبَالَغُ
بالى	بَالَى	يُبَالِي	بُولِيَ	يُبَالَى
بان	بَانَ	يَبِينُ	بِينَ	يُبَانُ
باه	بَاهَ	يَبُوهُ	بِيهَ	يُبَاهُ
باهل	بَاهَلَ	يُبَاهِلُ	بُوهِلَ	يُبَاهَلُ
بايع	بَايَعَ	يُبَايِعُ	بُويِعَ	يُبَايَعُ
بت	بَتَّ	يَبِتُّ	بُتَّ	يُبَتُّ
بتر	بَتَرَ	يَبْتُرُ	بُتِرَ	يُبْتَرُ
بتع	بَتِعَ	يَبْتَعُ	-	-
بث	بَثَّ	يَبُثُّ	بُثَّ	يُبَثُّ
بجح	بَجِحَ	يَبْجَحُ	بُجِحَ	يُبْجَحُ
بجل	بَجَّلَ	يُبَجِّلُ	بُجِّلَ	يُبَجَّلُ
بح	بَحَّ	يَبَحُّ	بُحَّ	يُبَحُّ
بحبح	بَحْبَحَ	يُبَحْبِحُ	بُحْبِحَ	يُبَحْبَحُ
بحث	بَحَثَ	يَبْحَثُ	بُحِثَ	يُبْحَثُ
بحثر	بَحْثَرَ	يُبَحْثِرُ	بُحْثِرَ	يُبَحْثَرُ
بحر	بَحَرَ	يَبْحَرُ	بُحِرَ	يُبْحَرُ
بخر	بَخَّرَ	يُبَخِّرُ	بُخِّرَ	يُبَخَّرُ
بخس	بَخَّسَ	يُبَخِّسُ	بُخِّسَ	يُبَخَّسُ
بخص	بَخَصَ	يَبْخَصُ	بُخِصَ	يُبْخَصُ
بخع	بَخِعَ	يَبْخَعُ	بُخِعَ	يُبْخَعُ
بخل	بَخُلَ	يَبْخُلُ	بُخِلَ	يُبْخَلُ
بد	بَدَّ	يَبُدُّ	بُدَّ	يُبَدُّ
بدأ	بَدَأَ	يَبْدَأُ	بُدِئَ	يُبْدَأُ
بدا	بَدَا	يَبْدُو	بُدِيَ	يُبْدَى
بدد	بَدَّدَ	يُبَدِّدُ	بُدِّدَ	يُبَدَّدُ
بدع	بَدَّعَ	يُبَدِّعُ	بُدِّعَ	يُبَدَّعُ
بدل	بَدِلَ	يَبْدَلُ	بُدِّلَ	يُبَدَّلُ
بدن	بَدَّنَ	يُبَدِّنُ	بُدِّنَ	يُبَدَّنُ
بذ	بَذَّ	يَبُذُّ	بُذَّ	يُبَذُّ
بذر	بَذَّرَ	يُبَذِّرُ	بُذِّرَ	يُبَذَّرُ
بذل	بَذَلَ	يَبْذُلُ	بُذِلَ	يُبْذَلُ
بر	بَرَّ	يَبَرُّ	بُرَّ	يُبَرُّ
برأ	بَرَّأَ	يُبَرِّئُ	بُرِّئَ	يُبَرَّأُ
برئ	بَرِئَ	يَبْرَأُ	بُرِئَ	يُبْرَأُ
بربر	بَرْبَرَ	يُبَرْبِرُ	بُرْبِرَ	يُبَرْبَرُ
برج	بَرِجَ	يَبْرَجُ	-	-
برح	بَرَّحَ	يُبَرِّحُ	بُرِّحَ	يُبَرَّحُ
برد	بَرَدَ	يَبْرُدُ	بُرِدَ	يُبْرَدُ
برر	بَرَّرَ	يُبَرِّرُ	بُرِّرَ	يُبَرَّرُ
برز	بَرَزَ	يَبْرُزُ	بُرِزَ	يُبْرَزُ
برشم	بَرْشَمَ	يُبَرْشِمُ	بُرْشِمَ	يُبَرْشَمُ
برطل	بَرْطَلَ	يُبَرْطِلُ	بُرْطِلَ	يُبَرْطَلُ
برعم	بَرْعَمَ	يُبَرْعِمُ	-	-
برق	بَرَقَ	يَبْرُقُ	بُرِقَ	يُبْرَقُ
برقع	بَرْقَعَ	يُبَرْقِعُ	بُرْقِعَ	يُبَرْقَعُ
برك	بَرَّكَ	يُبَرِّكُ	بُرِّكَ	يُبَرَّكُ
بركن	بَرْكَنَ	يُبَرْكِنُ	بُرْكِنَ	يُبَرْكَنُ
برم	بَرَمَ	يَبْرُمُ	بُرِمَ	يُبْرَمُ
برمج	بَرْمَجَ	يُبَرْمِجُ	بُرْمِجَ	يُبَرْمَجُ
برنس	بَرْنَسَ	يُبَرْنِسُ	بُرْنِسَ	يُبَرْنَسُ
برهن	بَرْهَنَ	يُبَرْهِنُ	بُرْهِنَ	يُبَرْهَنُ
بروز	بَرْوَزَ	يُبَرْوِزُ	بُرْوِزَ	يُبَرْوَزُ
بز	بَزَّ	يَبُزُّ	بُزَّ	يُبَزُّ
بزبز	بَزْبَزَ	يُبَزْبِزُ	بُزْبِزَ	يُبَزْبَزُ
بزع	بَزُعَ	يَبْزُعُ	-	-
بزغ	بَزَغَ	يَبْزُغُ	بُزِغَ	يُبْزَغُ
بزق	بَزَقَ	يَبْزُقُ	بُزِقَ	يُبْزَقُ
بزل	بَزَلَ	يَبْزُلُ	بُزِلَ	يُبْزَلُ
بزم	بَزَمَ	يَبْزُمُ	بُزِمَ	يُبْزَمُ
بس	بَسَّ	يَبُسُّ	بُسَّ	يُبَسُّ
بسر	بَسَرَ	يَبْسُرُ	بُسِرَ	يُبْسَرُ
بسط	بَسَطَ	يَبْسُطُ	بُسِطَ	يُبْسَطُ
بسم	بَسَمَ	يَبْسِمُ	-	-
بسمل	بَسْمَلَ	يُبَسْمِلُ	بُسْمِلَ	يُبَسْمَلُ
بش	بَشَّ	يَبَشُّ	بُشَّ	يُبَشُّ
بشر	بَشَّرَ	يُبَشِّرُ	بُشِّرَ	يُبَشَّرُ
بشع	بَشِعَ	يَبْشَعُ	-	-
بصر	بَصَّرَ	يُبَصِّرُ	بُصِّرَ	يُبَصَّرُ
بصق	بَصَقَ	يَبْصُقُ	بُصِقَ	يُبْصَقُ
بصم	بَصَمَ	يَبْصُمُ	بُصِمَ	يُبْصَمُ
بط	بَطَّ	يَبُطُّ	بُطَّ	يُبَطُّ
بطأ	بَطَّأَ	يُبَطِّئُ	بُطِّئَ	يُبَطَّأُ
بطؤ	بَطُؤَ	يَبْطُؤُ	-	-
بطش	بَطَشَ	يَبْطُشُ	بُطِشَ	يُبْطَشُ
بطل	بَطَّلَ	يُبَطِّلُ	بُطِّلَ	يُبَطَّلُ
بطن	بَطَّنَ	يُبَطِّنُ	بُطِّنَ	يُبَطَّنُ
بعث	بَعَثَ	يَبْعَثُ	بُعِثَ	يُبْعَثُ
بعثر	بَعْثَرَ	يُبَعْثِرُ	بُعْثِرَ	يُبَعْثَرُ
بعد	بَعِدَ	يَبْعَدُ	بُعِدَ	يُبْعَدُ
بعر	بَعَرَ	يَبْعَرُ	بُعِرَ	يُبْعَرُ
بعض	بَعَّضَ	يُبَعِّضُ	بُعِّضَ	يُبَعَّضُ
بغش	بَغَشَ	يَبْغَشُ	بُغِشَ	يُبْغَشُ
بغض	بَغَّضَ	يُبَغِّضُ	بُغِّضَ	يُبَغَّضُ
بغى	بَغَى	يَبْغِي	بُغِيَ	يُبْغَى
بق	بَقَّ	يَبُقُّ	بُقَّ	يُبَقُّ
بقبق	بَقْبَقَ	يُبَقْبِقُ	بُقْبِقَ	يُبَقْبَقُ
بقر	بَقَّرَ	يُبَقِّرُ	بُقِّرَ	يُبَقَّرُ
بقى	بَقَّى	يُبَقِّي	بُقِّيَ	يُبَقَّى
بقي	بَقِيَ	يَبْقَى	بُقِيَ	يُبْقَى
بكر	بَكَّرَ	يُبَكِّرُ	بُكِّرَ	يُبَكَّرُ
بكسل	بَكْسَلَ	يُبَكْسِلُ	بُكْسِلَ	يُبَكْسَلُ
بكى	بَكَى	يَبْكِي	بُكِيَ	يُبْكَى
بل	بَلَّ	يَبُلُّ	بُلَّ	يُبَلُّ
بلا	بَلَا	يَبْلُو	بُلِيَ	يُبْلَى
بلد	بَلُدَ	يَبْلُدُ	بُلِّدَ	يُبَلَّدُ
بلرس	بَلْرَسَ	يُبَلْرِسُ	بُلْرِسَ	يُبَلْرَسُ
بلع	بَلَّعَ	يُبَلِّعُ	بُلِّعَ	يُبَلَّعُ
بلغ	بَلَّغَ	يُبَلِّغُ	بُلِّغَ	يُبَلَّغُ
بلقن	بَلْقَنَ	يُبَلْقِنُ	بُلْقِنَ	يُبَلْقَنُ
بلل	بَلَّلَ	يُبَلِّلُ	بُلِّلَ	يُبَلَّلُ
بلور	بَلْوَرَ	يُبَلْوِرُ	بُلْوِرَ	يُبَلْوَرُ
بلي	بَلِيَ	يَبْلَى	-	-
بن	بَنَّ	يَبِنُّ	بُنَّ	يُبَنُّ
بنج	بَنَّجَ	يُبَنِّجُ	بُنِّجَ	يُبَنَّجُ
بنى	بَنَى	يَبْنِي	بُنِيَ	يُبْنَى
بهج	بَهُجَ	يَبْهُجُ	بُهِجَ	يُبْهَجُ
بهر	بَهَّرَ	يُبَهِّرُ	بُهِّرَ	يُبَهَّرُ
بهرج	بَهْرَجَ	يُبَهْرِجُ	بُهْرِجَ	يُبَهْرَجُ
بهظ	بَهَظَ	يَبْهَظُ	بُهِظَ	يُبْهَظُ
بهل	بَهِلَ	يَبْهَلُ	بُهِلَ	يُبْهَلُ
بوب	بَوَّبَ	يُبَوِّبُ	بُوِّبَ	يُبَوَّبُ
بور	بَوَّرَ	يُبَوِّرُ	بُوِّرَ	يُبَوَّرُ
بوز	بَوَّزَ	يُبَوِّزُ	بُوِّزَ	يُبَوَّزُ
بول	بَوَّلَ	يُبَوِّلُ	بُوِّلَ	يُبَوَّلُ
بيت	بَيَّتَ	يُبَيِّتُ	بُيِّتَ	يُبَيَّتُ
بيض	بَيَّضَ	يُبَيِّضُ	بُيِّضَ	يُبَيَّضُ
بين	بَيَّنَ	يُبَيِّنُ	بُيِّنَ	يُبَيَّنُ
تآج	تَآجَّ	يَتَآجُّ	تُؤُوجَّ	يُتَآجُّ
تآخى	تَآخَى	يَتَآخَى	-	-
تآكل	تَآكَلَ	يَتَآكَلُ	-	-
تآلف	تَآلَفَ	يَتَآلَفُ	تُؤُولِفَ	يُتَآلَفُ
تآمر	تَآمَرَ	يَتَآمَرُ	تُؤُومِرَ	يُتَآمَرُ
تآوى	تَآوَى	يَتَآوَى	تُؤُووِيَ	يُتَآوَى
تآيا	تَآيَا	يَتَآيَا	تُؤُويِيَ	يُتَآيَا
تأبب	تَأَبَّبَ	يَتَأَبَّبُ	تُؤُبِّبَ	يُتَأَبَّبُ
تأبد	تَأَبَّدَ	يَتَأَبَّدُ	-	-
تأبض	تَأَبَّضَ	يَتَأَبَّضُ	تُؤُبِّضَ	يُتَأَبَّضُ
تأبط	تَأَبَّطَ	يَتَأَبَّطُ	تُؤُبِّطَ	يُتَأَبَّطُ
تأبق	تَأَبَّقَ	يَتَأَبَّقُ	تُؤُبِّقَ	يُتَأَبَّقُ
تأبن	تَأَبَّنَ	يَتَأَبَّنُ	تُؤُبِّنَ	يُتَأَبَّنُ
تأبى	تَأَبَّى	يَتَأَبَّى	تُؤُبِّيَ	يُتَأَبَّى
تأتى	تَأَتَّى	يَتَأَتَّى	تُؤُتِّيَ	يُتَأَتَّى
تأثر	تَأَثَّرَ	يَتَأَثَّرُ	تُؤُثِّرَ	يُتَأَثَّرُ
تأجج	تَأَجَّجَ	يَتَأَجَّجُ	-	-
تأخر	تَأَخَّرَ	يَتَأَخَّرُ	تُؤُخِّرَ	يُتَأَخَّرُ
