# lemma(1sg.ipfv.pres)	V;1;SG;IPFV;PRS	V;2;SG;IPFV;PRS	V;3;SG;IPFV;PRS	V;1;PL;IPFV;PRS	V;2;PL;IPFV;PRS	V;3;PL;IPFV;PRS	V;1;SG;IPFV;PST	V;2;SG;IPFV;PST	V;3;SG;IPFV;PST	V;1;PL;IPFV;PST	V;2;PL;IPFV;PST	V;3;PL;IPFV;PST	V;1;SG;PFV;PST	V;2;SG;PFV;PST	V;3;SG;PFV;PST	V;1;PL;PFV;PST	V;2;PL;PFV;PST	V;3;PL;PFV;PST	V;2;SG;IMP	V;2;PL;IMP	V;PTCP  ("-" = productive default)
ανευρίσκω	-	-	-	-	-	-	ανεύρισκα	ανεύρισκες	ανεύρισκε	ανευρίσκαμε	ανευρίσκατε	ανευρίσκαν	ανηύρα	ανηύρες	ανηύρε	ανηύραμε	ανηύρατε	ανηύραν	ανεύρισκε	ανευρίσκετε	-
ανεφοδιάζω	-	-	-	-	-	-	ανεφοδίαζα	ανεφοδίαζες	ανεφοδίαζε	ανεφοδιάζαμε	ανεφοδιάζατε	ανεφοδίαζαν	ανεφοδίασα	ανεφοδίασες	ανεφοδίασε	ανεφοδιάσαμε	ανεφοδιάσατε	ανεφοδίασαν	ανεφοδίαζε	ανεφοδιάζετε	-
ανησυχώ	ανησυχώ	ανησυχείς	ανησυχεί	ανησυχούμε	ανησυχείτε	ανησυχούν	ανησυχούσα	ανησυχούσες	ανησυχούσε	ανησυχούσαμε	ανησυχούσατε	ανησυχούσαν	ανησύχησα	ανησύχησες	ανησύχησε	ανησυχήσαμε	ανησυχήσατε	ανησυχήσαν	ανησύχησε	ανησυχήστε	ανησυχώντας
ανηφορίζω	-	-	-	-	-	-	ανηφόριζα	ανηφόριζες	ανηφόριζε	ανηφορίζαμε	ανηφορίζατε	ανηφορίζαν	ανηφόρισα	ανηφόρισες	ανηφόρισε	ανηφορίσαμε	ανηφορίσατε	ανηφορίσαν	ανηφόριζε	ανηφορίζετε	-
ανθίζω	-	-	-	-	-	-	άνθιζα	άνθιζες	άνθιζε	ανθίζαμε	ανθίζατε	άνθιζαν	άνθισα	άνθισες	άνθισε	ανθίσαμε	ανθίσατε	άνθισαν	άνθιζε	ανθίζετε	-
ανθρωπεύω	-	-	-	-	-	-	ανθρώπευα	ανθρώπευες	ανθρώπευε	ανθρωπεύαμε	ανθρωπεύατε	ανθρωπεύαν	ανθρώπεψα	ανθρώπεψες	ανθρώπεψε	ανθρωπέψαμε	ανθρωπέψατε	ανθρωπέψαν	ανθρώπευε	ανθρωπέψτε	-
ανθώ	ανθώ	ανθείς	ανθεί	ανθούμε	ανθείτε	ανθούν	ανθούσα	ανθούσες	ανθούσε	ανθούσαμε	ανθούσατε	ανθούσαν	-	άνθησες	άνθησε	ανθήσαμε	ανθήσατε	άνθησαν	άνθησε	ανθήστε	ανθώντας
ανιδρύω	-	-	-	-	-	-	ανίδρυα	ανίδρυες	ανίδρυε	ανιδρύαμε	ανιδρύατε	ανίδρυαν	ανίδρυσα	ανίδρυσες	ανίδρυσε	ανιδρύσαμε	ανιδρύσατε	ανίδρυσαν	ανίδρυε	ανιδρύετε	-
ανιχνεύομαι	ανιχνεύομαι	ανιχνεύεσαι	ανιχνεύεται	ανιχνευόμαστε	ανιχνευόσαστε1	ανιχνεύονται	ανιχνευόμουν	ανιχνευόσουν	ανιχνευόταν	ανιχνευόμασταν	ανιχνευόσασταν	ανιχνευόντανε	ανιχνεύτηκα	ανιχνεύτηκες	ανιχνεύτηκε	ανιχνευτήκαμε	ανιχνευτήκατε	ανιχνευτήκανε	ανιχνέψου	ανιχνευτείτε	-
ανιχνεύω	-	-	-	-	-	-	ανίχνευα	ανίχνευες	ανίχνευε	ανιχνεύαμε	ανιχνεύατε	ανίχνευαν	ανίχνευσα	ανίχνευσες	ανίχνευσε	ανιχνεύσαμε	ανιχνεύσατε	ανίχνευσαν	ανίχνευε	ανιχνεύετε	-
ανοίγομαι	ανοίγομαι	ανοίγεσαι	ανοίγεται	ανοιγόμαστε	ανοίγεστε	ανοίγονται	ανοιγόμουν	ανοιγόσουν	ανοιγόταν	ανοιγόμασταν	ανοιγόσασταν	ανοίγονταν	ανοίχτηκα	ανοίχτηκες	ανοίχτηκε	ανοιχτήκαμε	ανοιχτήκατε	ανοίχτηκαν	ανοίξου	ανοιχτείτε	-
ανοίγω	-	-	-	-	-	-	άνοιγα	άνοιγες	άνοιγε	ανοίγαμε	ανοίγατε	άνοιγαν	άνοιξα	άνοιξες	άνοιξε	ανοίξαμε	ανοίξατε	άνοιξαν	άνοιγε	ανοίγετε	-
ανοιγοκλείνω	-	-	-	-	-	-	ανοιγόκλεινα	ανοιγόκλεινες	ανοιγόκλεινε	ανοιγοκλείναμε	ανοιγοκλείνατε	ανοιγοκλείναν	ανοιγόκλεισα	ανοιγόκλεισες	ανοιγόκλεισε	ανοιγοκλείσαμε	ανοιγοκλείσατε	ανοιγοκλείσαν	ανοιγόκλεινε	ανοιγοκλείνετε	-
ανοικοδομώ	ανοικοδομώ	ανοικοδομείς	ανοικοδομεί	ανοικοδομούμε	ανοικοδομείτε	ανοικοδομούν	ανοικοδομούσα	ανοικοδομούσες	ανοικοδομούσε	ανοικοδομούσαμε	ανοικοδομούσατε	ανοικοδομούσαν	ανοικοδόμησα	ανοικοδόμησες	ανοικοδόμησε	ανοικοδομήσαμε	ανοικοδομήσατε	ανοικοδομήσαν	ανοικοδόμησε	ανοικοδομήστε	ανοικοδομώντας
ανορθογραφώ	ανορθογραφώ	ανορθογραφείς	ανορθογραφεί	ανορθογραφούμε	ανορθογραφείτε	ανορθογραφούν	ανορθογραφούσα	ανορθογραφούσες	ανορθογραφούσε	ανορθογραφούσαμε	ανορθογραφούσατε	ανορθογραφούσαν	ανορθογράφησα	ανορθογράφησες	ανορθογράφησε	ανορθογραφήσαμε	ανορθογραφήσατε	ανορθογράφησαν	ανορθογράφησε	ανορθογραφήστε	ανορθογραφώντας
ανορθώνομαι	ανορθώνομαι	ανορθώνεσαι	ανορθώνεται	ανορθωνόμαστε	ανορθωνόσαστε1	ανορθώνονται	ανορθωνόμουν	ανορθωνόσουν	ανορθωνόταν	ανορθωνόμασταν	ανορθωνόσασταν	ανορθωνόντανε	ανορθώθηκα	ανορθώθηκες	ανορθώθηκε	ανορθωθήκαμε	ανορθωθήκατε	ανορθωθήκανε	ανορθώσου	ανορθωθείτε	-
ανορθώνω	-	-	-	-	-	-	ανόρθωνα	ανόρθωνες	ανόρθωνε	ανορθώναμε	ανορθώνατε	ανορθώναν	ανόρθωσα	ανόρθωσες	ανόρθωσε	ανορθώσαμε	ανορθώσατε	ανορθώσαν	ανόρθωνε	ανορθώνετε	-
αντέχω	-	-	-	-	-	-	άντεχα	άντεχες	άντεχε	αντέχαμε	αντέχατε	άντεχαν	άντεξα	άντεξες	άντεξε	αντέξαμε	αντέξατε	άντεξαν	άντεξε	αντέξτε	-
ανταγωνίζομαι	ανταγωνίζομαι	ανταγωνίζεσαι	ανταγωνίζεται	ανταγωνιζόμαστε	ανταγωνίζεστε	ανταγωνίζονται	ανταγωνιζόμουν	ανταγωνιζόσουν	ανταγωνιζόταν	ανταγωνιζόμασταν	ανταγωνιζόσασταν	ανταγωνίζονταν	ανταγωνίστηκα	ανταγωνίστηκες	ανταγωνίστηκε	ανταγωνιστήκαμε	ανταγωνιστήκατε	ανταγωνίστηκαν	ανταγωνίσου	ανταγωνιστείτε	-
ανταλλάζομαι	ανταλλάζομαι	ανταλλάζεσαι	ανταλλάζεται	ανταλλαζόμαστε	ανταλλάζεστε	ανταλλάζονται	ανταλλαζόμουν	ανταλλαζόσουν	ανταλλαζόταν	ανταλλαζόμασταν	ανταλλαζόσασταν	ανταλλάζονταν	ανταλλάχτηκα	ανταλλάχτηκες	ανταλλάχτηκε	ανταλλαχτήκαμε	ανταλλαχτήκατε	ανταλλάχτηκαν	ανταλλάξου	ανταλλαχτείτε	-
