# lemma(infinitive)	V;NFIN	V;GER	V;PTCP;MASC;SG	V;PTCP;FEM;SG	V;PTCP;MASC;PL	V;PTCP;FEM;PL	V;IND;PRS;1;SG	V;IND;PRS;1;PL	V;IND;PRS;2;SG	V;IND;PRS;2;PL	V;IND;PRS;3;SG	V;IND;PRS;3;PL	V;IND;IPFV;1;SG	V;IND;IPFV;1;PL	V;IND;IPFV;2;SG	V;IND;IPFV;2;PL	V;IND;IPFV;3;SG	V;IND;IPFV;3;PL	V;IND;PRET;1;SG	V;IND;PRET;1;PL	V;IND;PRET;2;SG	V;IND;PRET;2;PL	V;IND;PRET;3;SG	V;IND;PRET;3;PL	V;IND;PLUP;1;SG	V;IND;PLUP;1;PL	V;IND;PLUP;2;SG	V;IND;PLUP;2;PL	V;IND;PLUP;3;SG	V;IND;PLUP;3;PL	V;IND;FUT;1;SG	V;IND;FUT;1;PL	V;IND;FUT;2;SG	V;IND;FUT;2;PL	V;IND;FUT;3;SG	V;IND;FUT;3;PL	V;COND;1;SG	V;COND;1;PL	V;COND;2;SG	V;COND;2;PL	V;COND;3;SG	V;COND;3;PL	V;SBJV;PRS;1;SG	V;SBJV;PRS;1;PL	V;SBJV;PRS;2;SG	V;SBJV;PRS;2;PL	V;SBJV;PRS;3;SG	V;SBJV;PRS;3;PL	V;SBJV;PST;1;SG	V;SBJV;PST;1;PL	V;SBJV;PST;2;SG	V;SBJV;PST;2;PL	V;SBJV;PST;3;SG	V;SBJV;PST;3;PL	V;SBJV;FUT;1;SG	V;SBJV;FUT;1;PL	V;SBJV;FUT;2;SG	V;SBJV;FUT;2;PL	V;SBJV;FUT;3;SG	V;SBJV;FUT;3;PL	V;INF;1;SG	V;INF;1;PL	V;INF;2;SG	V;INF;2;PL	V;INF;3;SG	V;INF;3;PL	V;IMP;2;SG	V;IMP;2;PL  ("-" = productive default)
alustrar	-	-	-	-	-	-	-	-	-	-	-	alustram	alustrava	alustrávamos	alustravas	alustrávades	-	alustravam	-	-	alustrache	-	-	alustraram	-	alustráramos	-	alustrárades	-	alustraram	-	-	-	-	-	alustrarám	alustraria	alustraríamos	alustrarias	alustraríades	-	alustrariam	-	-	-	-	-	alustrem	alustrasse	alustrássemos	alustrasses	alustrássedes	-	alustrassem	-	-	-	-	-	alustrarem	-	-	-	-	-	alustrarem	-	-
alzar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	alcei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	alce	alcemos	alces	alcedes	alce	alcen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amanhecer	-	-	-	-	-	-	amanheço	-	-	-	-	amanhecem	amanhecia	amanhecíamos	amanhecias	amanhecíades	amanhecia	amanheciam	amanheci	-	amanheceche	-	-	amanheceram	-	amanhecêramos	-	amanhecêrades	-	amanheceram	-	-	-	-	-	amanhecerám	amanheceria	amanheceríamos	amanhecerias	amanheceríades	amanheceria	amanheceriam	amanheça	amanheçamos	amanheças	amanheçades	amanheça	amanheçam	amanhecesse	amanhecêssemos	amanhecesses	amanhecêssedes	amanhecesse	amanhecessem	-	-	-	-	-	amanhecerem	-	-	-	-	-	amanhecerem	-	-
amañecer	-	-	-	-	-	-	amañezo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	amañeza	amañezamos	amañezas	amañezades	amañeza	amañezan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ameazar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ameacei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ameace	ameacemos	ameaces	ameacedes	ameace	ameacen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ameaçar	-	-	-	-	-	-	-	-	-	-	-	ameaçam	ameaçava	ameaçávamos	ameaçavas	ameaçávades	ameaçava	ameaçavam	ameacei	-	ameaçache	-	-	ameaçaram	-	ameaçáramos	-	ameaçárades	-	ameaçaram	-	-	-	-	-	ameaçarám	ameaçaria	ameaçaríamos	ameaçarias	ameaçaríades	ameaçaria	ameaçariam	ameace	ameacemos	ameaces	ameacedes	ameace	ameacem	ameaçasse	ameaçássemos	ameaçasses	ameaçássedes	ameaçasse	ameaçassem	-	-	-	-	-	ameaçarem	-	-	-	-	-	ameaçarem	-	-
amecer	-	-	-	-	-	-	amezo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ameza	amezamos	amezas	amezades	ameza	amezan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ameigar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ameiguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ameigue	ameiguemos	ameigues	ameiguedes	ameigue	ameiguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amencer	-	-	-	-	-	-	amenzo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	amenza	amenzamos	amenzas	amenzades	amenza	amenzan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
americanizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	americanicei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	americanice	americanicemos	americanices	americanicedes	americanice	americanicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amiudar	-	-	-	-	-	-	amiúdo	-	amiúdas	-	amiúda	amiúdam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	amiúde	-	amiúdes	-	amiúde	amiúdem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	amiúda	-
amocar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	amoquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	amoque	amoquemos	amoques	amoquedes	amoque	amoquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amolecer	-	-	-	-	-	-	amolezo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	amoleza	amolezamos	amolezas	amolezades	amoleza	amolezan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amolegar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	amoleguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	amolegue	amoleguemos	amolegues	amoleguedes	amolegue	amoleguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amordicar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	amordiquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	amordique	amordiquemos	amordiques	amordiquedes	amordique	amordiquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amosegar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	amoseguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	amosegue	amoseguemos	amosegues	amoseguedes	amosegue	amoseguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amoucar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	amouquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	amouque	amouquemos	amouques	amouquedes	amouque	amouquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amuar	-	-	-	-	-	-	-	-	-	-	-	amuam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	amuem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
analizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	analicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
anazar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	anacei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	anace	anacemos	anaces	anacedes	anace	anacen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ancar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	anquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	anque	anquemos	anques	anquedes	anque	anquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
anegar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	aneguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	anegue	aneguemos	anegues	aneguedes	anegue	aneguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
anicar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	aniquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	anique	aniquemos	aniques	aniquedes	anique	aniquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
anoitecer	-	-	-	-	-	-	anoiteço	-	-	-	-	anoitecem	anoitecia	anoitecíamos	anoitecias	anoitecíades	-	anoiteciam	anoiteci	-	anoiteceche	-	-	anoiteceram	-	anoitecêramos	-	anoitecêrades	-	anoiteceram	-	-	-	-	-	anoitecerám	anoiteceria	anoiteceríamos	anoitecerias	anoiteceríades	-	anoiteceriam	anoiteça	anoiteçamos	anoiteças	anoiteçades	anoiteza	anoiteçam	anoitecesse	anoitecêssemos	anoitecesses	anoitecêssedes	-	anoitecessem	-	-	-	-	-	anoitecerem	-	-	-	-	-	anoitecerem	-	-
antepoñer	-	-	anteposto	anteposta	antepostos	antepostas	-	-	antepós	-	antepón	-	-	-	-	-	-	-	antepuxen	antepuxemos	antepuxeches	antepuxestes	antepuxo	antepuxeron	antepuxera	antepuxeramos	antepuxeras	antepuxerades	antepuxera	antepuxeran	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	antepuxese	antepuxésemos	antepuxeses	antepuxésedes	antepuxese	antepuxesen	antepuxer	antepuxermos	antepuxeres	antepuxerdes	antepuxer	antepuxeren	-	-	-	-	-	-	antepón	-
anubiar	-	-	-	-	-	-	anubío	-	anubías	-	anubía	anubían	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	anubíe	-	anubíes	-	anubíe	anubíen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	anubía	-
apagar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	apaguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	apague	apaguemos	apagues	apaguedes	apague	apaguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
apancar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	apanquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	apanque	apanquemos	apanques	apanquedes	apanque	apanquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
apanhar	-	-	-	-	-	-	-	-	-	-	-	apanham	apanhava	apanhávamos	apanhavas	apanhávades	apanhava	apanhavam	-	-	apanhache	-	-	apanharam	-	apanháramos	-	apanhárades	-	apanharam	-	-	-	-	-	apanharám	apanharia	apanharíamos	apanharias	apanharíades	apanharia	apanhariam	-	-	-	-	-	apanhem	apanhasse	apanhássemos	apanhasses	apanhássedes	apanhasse	apanhassem	-	-	-	-	-	apanharem	-	-	-	-	-	apanharem	-	-
aparcar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	aparquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	aparque	aparquemos	aparques	aparquedes	aparque	aparquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
aparecer	-	-	-	-	-	-	aparezo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	apareza	aparezamos	aparezas	aparezades	apareza	aparezan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
aparelhar	-	-	-	-	-	-	-	-	-	-	-	aparelham	aparelhava	aparelhávamos	aparelhavas	aparelhávades	aparelhava	aparelhavam	-	-	aparelhache	-	-	aparelharam	-	aparelháramos	-	aparelhárades	-	aparelharam	-	-	-	-	-	aparelharám	aparelharia	aparelharíamos	aparelharias	aparelharíades	aparelharia	aparelhariam	-	-	-	-	-	aparelhem	aparelhasse	aparelhássemos	aparelhasses	aparelhássedes	aparelhasse	aparelhassem	-	-	-	-	-	aparelharem	-	-	-	-	-	aparelharem	-	-
apegar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	apeguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	apegue	apeguemos	apegues	apeguedes	apegue	apeguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
apetecer	-	-	-	-	-	-	apetezo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	apeteza	apetezamos	apetezas	apetezades	apeteza	apetezan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
apiegar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	apieguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	apiegue	apieguemos	apiegues	apieguedes	apiegue	apieguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
aplicar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	apliquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	aplique	apliquemos	apliques	apliquedes	aplique	apliquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
apodrecer	-	-	-	-	-	-	apodrezo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	apodreza	apodrezamos	apodrezas	apodrezades	apodreza	apodrezan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
apoubigar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	apoubiguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	apoubigue	apoubiguemos	apoubigues	apoubiguedes	apoubigue	apoubiguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
apoucar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	apouquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	apouque	apouquemos	apouques	apouquedes	apouque	apouquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
apoudigar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	apoudiguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	apoudigue	apoudiguemos	apoudigues	apoudiguedes	apoudigue	apoudiguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
apouvigar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	apouviguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	apouvigue	apouviguemos	apouvigues	apouviguedes	apouvigue	apouviguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
apoñer	-	-	aposto	aposta	apostos	apostas	-	-	após	-	apón	-	-	-	-	-	-	-	apuxen	apuxemos	apuxeches	apuxestes	apuxo	apuxeron	apuxera	apuxeramos	apuxeras	apuxerades	apuxera	apuxeran	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	apuxese	apuxésemos	apuxeses	apuxésedes	apuxese	apuxesen	apuxer	apuxermos	apuxeres	apuxerdes	apuxer	apuxeren	-	-	-	-	-	-	apón	-
arraigar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	arraiguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	arraigue	arraiguemos	arraigues	arraiguedes	arraigue	arraiguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
arrefecer	-	-	-	-	-	-	arrefezo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	arrefeza	arrefezamos	arrefezas	arrefezades	arrefeza	arrefezan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
arrefriar	-	-	-	-	-	-	-	-	-	-	-	arrefriam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	arrefriem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
arregar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	arreguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	arregue	arreguemos	arregues	arreguedes	arregue	arreguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
arregazar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	arregacei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	arregace	arregacemos	arregaces	arregacedes	arregace	arregacen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
arrepender	arrepender-se	arrependendo-se	-	-	-	-	arrependo-me	arrependemo-nos	arrependes-te	arrependedes-vos	arrepende-se	arrependem-se	arrependia-me	arrependíamo-nos	arrependias-te	arrependíades-vos	arrependia-se	arrependiam-se	arrependi-me	arrependemo-nos	arrependeche-te	arrependestes-vos	arrependeu-se	arrependeram-se	arrependera-me	arrependêramo-nos	arrependeras-te	arrependêrades-vos	arrependera-se	arrependeram-se	arrepender-me-ei	arrepender-nos-emos	arrepender-te-ás	arrepender-vos-eis	arrepender-se-á	arrepender-se-ão	arrepender-me-ia	arrepender-nos-íamos	arrepender-te-ias	arrepender-vos-íais	arrepender-se-ia	arrepender-se-iam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	arrepender-me	arrependermo-nos	arrependeres-te	arrependerdes-vos	arrepender-se	arrependerem-se	arrepende-te	arrependede-vos
arrepentir	-	-	-	-	-	-	arrepinto	-	arrepintes	-	arrepinte	arrepinten	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	arrepinta	arrepintamos	arrepintas	arrepintades	arrepinta	arrepintan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	arrepinte	-
arrepiar	-	-	-	-	-	-	-	-	-	-	-	arrepiam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	arrepiem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
arrequecer	-	-	-	-	-	-	arrequezo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	arrequeza	arrequezamos	arrequezas	arrequezades	arrequeza	arrequezan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
arrigar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	arriguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	arrigue	arriguemos	arrigues	arriguedes	arrigue	arriguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
arrincar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	arrinquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	arrinque	arrinquemos	arrinques	arrinquedes	arrinque	arrinquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
arriscar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	arrisquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	arrisque	arrisquemos	arrisques	arrisquedes	arrisque	arrisquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
arrizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	arricen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
asentir	-	-	-	-	-	-	asinto	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	asinta	asintamos	asintas	asintades	asinta	asintan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	asinte	-
asolagar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	asolaguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	asolague	asolaguemos	asolagues	asolaguedes	asolague	asolaguen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assimilar	-	-	-	-	-	-	-	-	-	-	-	assimilam	assimilava	assimilávamos	assimilavas	assimilávades	assimilava	assimilavam	-	-	assimilache	-	-	assimilaram	-	assimiláramos	-	assimilárades	-	assimilaram	-	-	-	-	-	assimilarám	assimilaria	assimilaríamos	assimilarias	assimilaríades	assimilaria	assimilariam	-	-	-	-	-	assimilem	assimilasse	assimilássemos	assimilasses	assimilássedes	assimilasse	assimilassem	-	-	-	-	-	assimilarem	-	-	-	-	-	assimilarem	-	-
assistir	-	-	-	-	-	-	-	-	-	-	-	assistem	assistia	assistíamos	assistias	assistíades	assistia	assistiam	assisti	-	assistiche	-	-	assistiram	-	assistíramos	-	assistírades	-	assistiram	-	-	-	-	-	assistirám	assistiria	assistiríamos	assistirias	assistiríades	assistiria	assistiriam	-	-	-	-	-	assistam	assistisse	assistíssemos	assistisses	assistíssedes	assistisse	assistissem	-	-	-	-	-	assistirem	-	-	-	-	-	assistirem	-	-
asubiar	-	-	-	-	-	-	asubío	-	asubías	-	asubía	asubían	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	asubíe	-	asubíes	-	asubíe	asubíen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	asubía	-
asucar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	asuquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	asuque	asuquemos	asuques	asuquedes	asuque	asuquen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
atacar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ataquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ataque	ataquemos	ataques	ataquedes	ataque	ataquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
atafegar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	atafeguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	atafegue	atafeguemos	atafegues	atafeguedes	atafegue	atafeguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
atanguer	-	-	-	-	-	-	atango	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	atanga	atangamos	atangas	atangades	atanga	atangam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ataviar	-	-	-	-	-	-	-	-	-	-	-	ataviam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ataviem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ateigar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ateiguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ateigue	ateiguemos	ateigues	ateiguedes	ateigue	ateiguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
atenzar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	atencei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	atence	atencemos	atences	atencedes	atence	atencen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ater	-	-	-	-	-	-	atenho	-	aténs	-	atém	atenhem	atinha	atiñamos	atinhas	atiñades	atinha	atinham	ative	ativemos	ativeche	ativestes	ateve	ativeram	ativera	ativeramos	ativeras	ativerades	ativera	ativeram	-	-	-	-	-	-	-	-	-	-	-	-	atenha	atenhamos	atenhas	atenhades	atenha	atenham	ativese	ativésemos	ativeses	ativésedes	ativese	ativesen	ativer	ativermos	ativeres	ativerdes	ativer	ativerem	-	-	-	-	-	-	atém	-
aterecer	-	-	-	-	-	-	aterezo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	atereza	aterezamos	aterezas	aterezades	atereza	aterezan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
atizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	aticei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	atice	aticemos	atices	aticedes	atice	aticen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
atomizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	atomicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
atontecer	-	-	-	-	-	-	atontezo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	atonteza	atontezamos	atontezas	atontezades	atonteza	atontezan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
