# lemma(infinitive)	V;PRS;1;SG	V;PRS;2;SG	V;PRS;3;SG	V;PRS;1;PL	V;PRS;2;PL	V;PRS;3;PL	V;FUT;1;SG	V;FUT;2;SG	V;FUT;3;SG	V;FUT;1;PL	V;FUT;2;PL	V;FUT;3;PL	V;PST;3;SG;MASC	V;PST;3;SG;FEM	V;PST;3;SG;NEUT	V;PST;3;PL;MASC;HUM	V;PST;3;PL	V;IMP;2;SG	V;IMP;1;PL	V;IMP;2;PL	V;NFIN  ("-" = productive default)
artykułować	artykułuję	artykułujesz	artykułuje	artykułujemy	artykułujecie	artykułują	-	-	-	-	-	-	-	-	-	-	-	artykułuj	artykułujmy	artykułujcie	-
artystować	artystuję	artystujesz	artystuje	artystujemy	artystujecie	artystują	-	-	-	-	-	-	-	-	-	-	-	artystuj	artystujmy	artystujcie	-
arylować	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	aryluj	arylujmy	arylujcie	-
arystokratyzować	arystokratyzuję	arystokratyzujesz	arystokratyzuje	arystokratyzujemy	arystokratyzujecie	arystokratyzują	-	-	-	-	-	-	-	-	-	-	-	arystokratyzuj	arystokratyzujmy	arystokratyzujcie	-
arytmetyzować	arytmetyzuję	arytmetyzujesz	arytmetyzuje	arytmetyzujemy	arytmetyzujecie	arytmetyzują	-	-	-	-	-	-	-	-	-	-	-	arytmetyzuj	arytmetyzujmy	arytmetyzujcie	-
asekurować	asekuruję	asekurujesz	asekuruje	asekurujemy	asekurujecie	asekurują	-	-	-	-	-	-	-	-	-	-	-	asekuruj	asekurujmy	asekurujcie	-
asenizować	asenizuję	asenizujesz	asenizuje	asenizujemy	asenizujecie	asenizują	-	-	-	-	-	-	-	-	-	-	-	asenizuj	asenizujmy	asenizujcie	-
asfaltować	asfaltuję	asfaltujesz	asfaltuje	asfaltujemy	asfaltujecie	asfaltują	-	-	-	-	-	-	-	-	-	-	-	asfaltuj	asfaltujmy	asfaltujcie	-
asocjować	asocjuję	asocjujesz	asocjuje	asocjujemy	asocjujecie	asocjują	-	-	-	-	-	-	-	-	-	-	-	asocjuj	asocjujmy	asocjujcie	-
aspektować	aspektuję	aspektujesz	aspektuje	aspektujemy	aspektujecie	aspektują	-	-	-	-	-	-	-	-	-	-	-	aspektuj	aspektujmy	aspektujcie	-
aspirować	aspiruję	aspirujesz	aspiruje	aspirujemy	aspirujecie	aspirują	-	-	-	-	-	-	-	-	-	-	-	aspiruj	aspirujmy	aspirujcie	-
asygnować	asygnuję	asygnujesz	asygnuje	asygnujemy	asygnujecie	asygnują	-	-	-	-	-	-	-	-	-	-	-	asygnuj	asygnujmy	asygnujcie	-
asymilować	asymiluję	asymilujesz	asymiluje	asymilujemy	asymilujecie	asymilują	-	-	-	-	-	-	-	-	-	-	-	asymiluj	asymilujmy	asymilujcie	-
asystować	asystuję	asystujesz	asystuje	asystujemy	asystujecie	asystują	-	-	-	-	-	-	-	-	-	-	-	asystuj	asystujmy	asystujcie	-
atakować	atakuję	atakujesz	atakuje	atakujemy	atakujecie	atakują	-	-	-	będziemy atakowały	będziecie atakowały	będą atakowały	-	-	-	-	-	atakuj	atakujmy	atakujcie	-
atamanić	atamanię	atamanisz	atamani	atamanimy	atamanicie	atamanią	-	-	-	-	-	-	-	-	-	-	-	atamań	atamańmy	atamańcie	-
atamanować	atamanuję	atamanujesz	atamanuje	atamanujemy	atamanujecie	atamanują	-	-	-	-	-	-	-	-	-	-	-	atamanuj	atamanujmy	atamanujcie	-
atandrysować	atandrysuję	atandrysujesz	atandrysuje	atandrysujemy	atandrysujecie	atandrysują	-	-	-	-	-	-	-	-	-	-	-	atandrysuj	atandrysujmy	atandrysujcie	-
ateizować	ateizuję	ateizujesz	ateizuje	ateizujemy	ateizujecie	ateizują	-	-	-	-	-	-	-	-	-	-	-	ateizuj	ateizujmy	ateizujcie	-
atentować	atentuję	atentujesz	atentuje	atentujemy	atentujecie	atentują	-	-	-	-	-	-	-	-	-	-	-	atentuj	atentujmy	atentujcie	-
atestować	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	atestuj	atestujmy	atestujcie	-
atomizować	atomizuję	atomizujesz	atomizuje	atomizujemy	atomizujecie	atomizują	-	-	-	-	-	-	-	-	-	-	-	atomizuj	atomizujmy	atomizujcie	-
atutować	atutuję	atutujesz	atutuje	atutujemy	atutujecie	atutują	-	-	-	-	-	-	-	-	-	-	-	atutuj	atutujmy	atutujcie	-
audytować	audytuję	audytujesz	audytuje	audytujemy	audytujecie	audytują	-	-	-	-	-	-	-	-	-	-	-	audytuj	audytujmy	audytujcie	-
aukcjonować	aukcjonuję	aukcjonujesz	aukcjonuje	aukcjonujemy	aukcjonujecie	aukcjonują	-	-	-	-	-	-	-	-	-	-	-	aukcjonuj	aukcjonujmy	aukcjonujcie	-
auskultować	auskultuję	auskultujesz	auskultuje	auskultujemy	auskultujecie	auskultują	-	-	-	-	-	-	-	-	-	-	-	auskultuj	auskultujmy	auskultujcie	-
autobiografizować	autobiografizuję	autobiografizujesz	autobiografizuje	autobiografizujemy	autobiografizujecie	autobiografizują	-	-	-	-	-	-	-	-	-	-	-	autobiografizuj	autobiografizujmy	autobiografizujcie	-
autoformatować	autoformatuję	autoformatujesz	autoformatuje	autoformatujemy	autoformatujecie	autoformatują	-	-	-	-	-	-	-	-	-	-	-	autoformatuj	autoformatujmy	autoformatujcie	-
autografować	autografuję	autografujesz	autografuje	autografujemy	autografujecie	autografują	-	-	-	-	-	-	-	-	-	-	-	autografuj	autografujmy	autografujcie	-
autoironizować	autoironizuję	autoironizujesz	autoironizuje	autoironizujemy	autoironizujecie	autoironizują	-	-	-	-	-	-	-	-	-	-	-	autoironizuj	autoironizujmy	autoironizujcie	-
autolizować	autolizuję	autolizujesz	autolizuje	autolizujemy	autolizujecie	autolizują	-	-	-	-	-	-	-	-	-	-	-	autolizuj	autolizujmy	autolizujcie	-
automatyzować	automatyzuję	automatyzujesz	automatyzuje	automatyzujemy	automatyzujecie	automatyzują	-	-	-	-	-	-	-	-	-	-	-	automatyzuj	automatyzujmy	automatyzujcie	-
autonomizować	autonomizuję	autonomizujesz	autonomizuje	autonomizujemy	autonomizujecie	autonomizują	-	-	-	-	-	-	-	-	-	-	-	autonomizuj	autonomizujmy	autonomizujcie	-
autoryzować	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	autoryzuj	autoryzujmy	autoryzujcie	-
awansować	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	awansuj	awansujmy	awansujcie	-
awanturować	awanturuję	awanturujesz	awanturuje	awanturujemy	awanturujecie	awanturują	-	-	-	-	-	-	-	-	-	-	-	awanturuj	awanturujmy	awanturujcie	-
awanturzyć	awanturzę	awanturzysz	awanturzy	awanturzymy	awanturzycie	awanturzą	-	-	-	-	-	-	-	-	-	-	-	awanturz	awanturzmy	awanturzcie	-
awizować	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	awizuj	awizujmy	awizujcie	-
azardować	azarduję	azardujesz	azarduje	azardujemy	azardujecie	azardują	-	-	-	-	-	-	-	-	-	-	-	azarduj	azardujmy	azardujcie	-
azotować	azotuję	azotujesz	azotuje	azotujemy	azotujecie	azotują	-	-	-	-	-	-	-	-	-	-	-	azotuj	azotujmy	azotujcie	-
ałłachować	ałłachuję	ałłachujesz	ałłachuje	ałłachujemy	ałłachujecie	ałłachują	-	-	-	-	-	-	-	-	-	-	-	ałłachuj	ałłachujmy	ałłachujcie	-
ałłakować	ałłakuję	ałłakujesz	ałłakuje	ałłakujemy	ałłakujecie	ałłakują	-	-	-	-	-	-	-	-	-	-	-	ałłakuj	ałłakujmy	ałłakujcie	-
ażurować	ażuruję	ażurujesz	ażuruje	ażurujemy	ażurujecie	ażurują	-	-	-	-	-	-	-	-	-	-	-	ażuruj	ażurujmy	ażurujcie	-
babieć	babieję	babiejesz	babieje	babiejemy	babiejecie	babieją	-	-	-	-	-	-	-	babiała	babiało	-	babiały	babiej	babiejmy	babiejcie	-
babić	babię	babisz	babi	babimy	babicie	babią	-	-	-	-	-	-	-	-	-	-	-	bab	babmy	babcie	-
babrać	babram	babrasz	babra	babramy	babracie	babrają	-	-	-	-	-	-	-	-	-	-	-	babraj	babrajmy	babrajcie	-
bachać	bacham	bachasz	bacha	bachamy	bachacie	bachają	-	-	-	-	-	-	-	-	-	-	-	bachaj	bachajmy	bachajcie	-
bachnąć	-	-	-	-	-	-	bachnę	bachniesz	bachnie	bachniemy	bachniecie	bachną	-	bachnęła	bachnęło	bachnęli	bachnęły	bachnij	bachnijmy	bachnijcie	-
bachusować	bachusuję	bachusujesz	bachusuje	bachusujemy	bachusujecie	bachusują	-	-	-	-	-	-	-	-	-	-	-	bachusuj	bachusujmy	bachusujcie	-
bacnąć	-	-	-	-	-	-	bacnę	bacniesz	bacnie	bacniemy	bacniecie	bacną	-	bacnęła	bacnęło	bacnęli	bacnęły	bacnij	bacnijmy	bacnijcie	-
bacować	bacuję	bacujesz	bacuje	bacujemy	bacujecie	bacują	-	-	-	-	-	-	-	-	-	-	-	bacuj	bacujmy	bacujcie	-
baczyć	baczę	baczysz	baczy	baczymy	baczycie	baczą	-	-	-	-	-	-	-	-	-	-	-	bacz	baczmy	baczcie	-
badać	badam	badasz	bada	badamy	badacie	badają	-	-	-	będziemy badały	będziecie badały	będą badały	-	-	-	-	-	badaj	badajmy	badajcie	-
bagatelizować	bagatelizuję	bagatelizujesz	bagatelizuje	bagatelizujemy	bagatelizujecie	bagatelizują	-	-	-	-	-	-	-	-	-	-	-	bagatelizuj	bagatelizujmy	bagatelizujcie	-
bagrować	bagruję	bagrujesz	bagruje	bagrujemy	bagrujecie	bagrują	-	-	-	-	-	-	-	-	-	-	-	bagruj	bagrujmy	bagrujcie	-
bajać	bajam	bajasz	baja	bajamy	bajacie	bajają	-	-	-	-	-	-	-	-	-	-	-	baj	bajajmy	bajajcie	-
bajcować	bajcuję	bajcujesz	bajcuje	bajcujemy	bajcujecie	bajcują	-	-	-	-	-	-	-	-	-	-	-	bajcuj	bajcujmy	bajcujcie	-
bajczyć	bajczę	bajczysz	bajczy	bajczymy	bajczycie	bajczą	-	-	-	-	-	-	-	-	-	-	-	bajcz	bajczmy	bajczcie	-
bajdurzyć	bajdurzę	bajdurzysz	bajdurzy	bajdurzymy	bajdurzycie	bajdurzą	-	-	-	-	-	-	-	-	-	-	-	bajdurz	bajdurzmy	bajdurzcie	-
bajdykować	bajdykuję	bajdykujesz	bajdykuje	bajdykujemy	bajdykujecie	bajdykują	-	-	-	-	-	-	-	-	-	-	-	bajdykuj	bajdykujmy	bajdykujcie	-
bajerować	bajeruję	bajerujesz	bajeruje	bajerujemy	bajerujecie	bajerują	-	-	-	-	-	-	-	-	-	-	-	bajeruj	bajerujmy	bajerujcie	-
bajramować	bajramuję	bajramujesz	bajramuje	bajramujemy	bajramujecie	bajramują	-	-	-	-	-	-	-	-	-	-	-	bajramuj	bajramujmy	bajramujcie	-
bajronizować	bajronizuję	bajronizujesz	bajronizuje	bajronizujemy	bajronizujecie	bajronizują	-	-	-	-	-	-	-	-	-	-	-	bajronizuj	bajronizujmy	bajronizujcie	-
bajtlować	bajtluję	bajtlujesz	bajtluje	bajtlujemy	bajtlujecie	bajtlują	-	-	-	-	-	-	-	-	-	-	-	bajtluj	bajtlujmy	bajtlujcie	-
bakałarzować	bakałarzuję	bakałarzujesz	bakałarzuje	bakałarzujemy	bakałarzujecie	bakałarzują	-	-	-	-	-	-	-	-	-	-	-	bakałarzuj	bakałarzujmy	bakałarzujcie	-
bakałarzyć	bakałarzę	bakałarzysz	bakałarzy	bakałarzymy	bakałarzycie	bakałarzą	-	-	-	-	-	-	-	-	-	-	-	bakałarz	bakałarzmy	bakałarzcie	-
bakelizować	bakelizuję	bakelizujesz	bakelizuje	bakelizujemy	bakelizujecie	bakelizują	-	-	-	-	-	-	-	-	-	-	-	bakelizuj	bakelizujmy	bakelizujcie	-
bakierować	bakieruję	bakierujesz	bakieruje	bakierujemy	bakierujecie	bakierują	-	-	-	-	-	-	-	-	-	-	-	bakieruj	bakierujmy	bakierujcie	-
balangować	balanguję	balangujesz	balanguje	balangujemy	balangujecie	balangują	-	-	-	-	-	-	-	-	-	-	-	balanguj	balangujmy	balangujcie	-
balansować	balansuję	balansujesz	balansuje	balansujemy	balansujecie	balansują	-	-	-	-	-	-	-	-	-	-	-	balansuj	balansujmy	balansujcie	-
balastować	balastuję	balastujesz	balastuje	balastujemy	balastujecie	balastują	-	-	-	-	-	-	-	-	-	-	-	balastuj	balastujmy	balastujcie	-
baletmistrzować	baletmistrzuję	baletmistrzujesz	baletmistrzuje	baletmistrzujemy	baletmistrzujecie	baletmistrzują	-	-	-	-	-	-	-	-	-	-	-	baletmistrzuj	baletmistrzujmy	baletmistrzujcie	-
baletować	baletuję	baletujesz	baletuje	baletujemy	baletujecie	baletują	-	-	-	-	-	-	-	-	-	-	-	baletuj	baletujmy	baletujcie	-
balladować	balladuję	balladujesz	balladuje	balladujemy	balladujecie	balladują	-	-	-	-	-	-	-	-	-	-	-	balladuj	balladujmy	balladujcie	-
balotować	balotuję	balotujesz	balotuje	balotujemy	balotujecie	balotują	-	-	-	-	-	-	-	-	-	-	-	balotuj	balotujmy	balotujcie	-
balować	baluję	balujesz	baluje	balujemy	balujecie	balują	-	-	-	-	-	-	-	-	-	-	-	baluj	balujmy	balujcie	-
balsamować	balsamuję	balsamujesz	balsamuje	balsamujemy	balsamujecie	balsamują	-	-	-	-	-	-	-	-	-	-	-	balsamuj	balsamujmy	balsamujcie	-
banalizować	banalizuję	banalizujesz	banalizuje	banalizujemy	banalizujecie	banalizują	-	-	-	-	-	-	-	-	-	-	-	banalizuj	banalizujmy	banalizujcie	-
banalnieć	banalnieję	banalniejesz	banalnieje	banalniejemy	banalniejecie	banalnieją	-	-	-	-	-	-	-	banalniała	banalniało	-	banalniały	banalniej	banalniejmy	banalniejcie	-
bandażować	bandażuję	bandażujesz	bandażuje	bandażujemy	bandażujecie	bandażują	-	-	-	-	-	-	-	-	-	-	-	bandażuj	bandażujmy	bandażujcie	-
banderolować	banderoluję	banderolujesz	banderoluje	banderolujemy	banderolujecie	banderolują	-	-	-	-	-	-	-	-	-	-	-	banderoluj	banderolujmy	banderolujcie	-
bandurzyć	bandurzę	bandurzysz	bandurzy	bandurzymy	bandurzycie	bandurzą	-	-	-	-	-	-	-	-	-	-	-	bandurz	bandurzmy	bandurzcie	-
banglać	banglam	banglasz	bangla	banglamy	banglacie	banglają	-	-	-	będziemy banglały	będziecie banglały	będą banglały	-	-	-	-	-	banglaj	banglajmy	banglajcie	-
baniować	baniuję	baniujesz	baniuje	baniujemy	baniujecie	baniują	-	-	-	-	-	-	-	-	-	-	-	baniuj	baniujmy	baniujcie	-
banitować	banituję	banitujesz	banituje	banitujemy	banitujecie	banitują	-	-	-	-	-	-	-	-	-	-	-	banituj	banitujmy	banitujcie	-
banizować	banizuję	banizujesz	banizuje	banizujemy	banizujecie	banizują	-	-	-	-	-	-	-	-	-	-	-	banizuj	banizujmy	banizujcie	-
bankietować	bankietuję	bankietujesz	bankietuje	bankietujemy	bankietujecie	bankietują	-	-	-	-	-	-	-	-	-	-	-	bankietuj	bankietujmy	bankietujcie	-
bankrutować	bankrutuję	bankrutujesz	bankrutuje	bankrutujemy	bankrutujecie	bankrutują	-	-	-	będziemy bankrutowały	będziecie bankrutowały	będą bankrutowały	-	-	-	-	-	bankrutuj	bankrutujmy	bankrutujcie	-
banować	banuję	banujesz	banuje	banujemy	banujecie	banują	-	-	-	-	-	-	-	-	-	-	-	banuj	banujmy	banujcie	-
baranieć	baranieję	baraniejesz	baranieje	baraniejemy	baraniejecie	baranieją	-	-	-	-	-	-	-	baraniała	baraniało	-	baraniały	baraniej	baraniejmy	baraniejcie	-
baraszkować	baraszkuję	baraszkujesz	baraszkuje	baraszkujemy	baraszkujecie	baraszkują	-	-	-	-	-	-	-	-	-	-	-	baraszkuj	baraszkujmy	baraszkujcie	-
barbaryzować	barbaryzuję	barbaryzujesz	barbaryzuje	barbaryzujemy	barbaryzujecie	barbaryzują	-	-	-	-	-	-	-	-	-	-	-	barbaryzuj	barbaryzujmy	barbaryzujcie	-
barczyć	barczę	barczysz	barczy	barczymy	barczycie	barczą	-	-	-	-	-	-	-	-	-	-	-	barcz	barczmy	barczcie	-
barować	baruję	barujesz	baruje	barujemy	barujecie	barują	-	-	-	-	-	-	-	-	-	-	-	baruj	barujmy	barujcie	-
barwić	barwię	barwisz	barwi	barwimy	barwicie	barwią	-	-	-	-	-	-	-	-	-	-	-	barw	barwijmy	barwcie	-
barykadować	barykaduję	barykadujesz	barykaduje	barykadujemy	barykadujecie	barykadują	-	-	-	-	-	-	-	-	-	-	-	barykaduj	barykadujmy	barykadujcie	-
barytować	barytuję	barytujesz	barytuje	barytujemy	barytujecie	barytują	-	-	-	-	-	-	-	-	-	-	-	barytuj	barytujmy	barytujcie	-
barłożyć	barłożę	barłożysz	barłoży	barłożymy	barłożycie	barłożą	-	-	-	-	-	-	-	-	-	-	-	barłóż	barłóżmy	barłóżcie	-
basować	basuję	basujesz	basuje	basujemy	basujecie	basują	-	-	-	-	-	-	-	-	-	-	-	basuj	basujmy	basujcie	-
bastować	bastuję	bastujesz	bastuje	bastujemy	bastujecie	bastują	-	-	-	-	-	-	-	-	-	-	-	bastuj	bastujmy	bastujcie	-
batikować	batikuję	batikujesz	batikuje	batikujemy	batikujecie	batikują	-	-	-	-	-	-	-	-	-	-	-	batikuj	batikujmy	batikujcie	-
batogować	batoguję	batogujesz	batoguje	batogujemy	batogujecie	batogują	-	-	-	-	-	-	-	-	-	-	-	batoguj	batogujmy	batogujcie	-
batożyć	batożę	batożysz	batoży	batożymy	batożycie	batożą	-	-	-	-	-	-	-	-	-	-	-	batoż	batożmy	batożcie	-
bawiać	bawiam	bawiasz	bawia	bawiamy	bawiacie	bawiają	-	-	-	-	-	-	-	-	-	-	-	bawiaj	bawiajmy	bawiajcie	-
bawić	bawię	bawisz	bawi	bawimy	bawicie	bawią	-	-	-	będziemy bawiły	będziecie bawiły	będą bawiły	-	-	-	-	-	baw	bawmy	bawcie	-
bazgrać	bazgram	bazgrasz	bazgra	bazgramy	bazgracie	bazgrają	-	-	-	-	-	-	-	-	-	-	-	bazgraj	bazgrajmy	bazgrajcie	-
bazgrolić	bazgrolę	bazgrolisz	bazgroli	bazgrolimy	bazgrolicie	bazgrolą	-	-	-	-	-	-	-	-	-	-	-	bazgrol	bazgrolmy	bazgrolcie	-
bazować	bazuję	bazujesz	bazuje	bazujemy	bazujecie	bazują	-	-	-	-	-	-	-	-	-	-	-	bazuj	bazujmy	bazujcie	-
bać	boję	boisz	boi	boimy	boicie	boją	-	-	-	-	-	-	-	-	-	-	-	bój	bójmy	bójcie	-
bałaganić	bałaganię	bałaganisz	bałagani	bałaganimy	bałaganicie	bałaganią	-	-	-	-	-	-	-	-	-	-	-	bałagań	bałagańmy	bałagańcie	-
bałakać	bałakam	bałakasz	bałaka	bałakamy	bałakacie	bałakają	-	-	-	-	-	-	-	-	-	-	-	bałakaj	bałakajmy	bałakajcie	-
bałamucić	bałamucę	bałamucisz	bałamuci	bałamucimy	bałamucicie	bałamucą	-	-	-	-	-	-	-	-	-	-	-	bałamuć	bałamućmy	bałamućcie	-
bałuchać	bałucham	bałuchasz	bałucha	bałuchamy	bałuchacie	bałuchają	-	-	-	-	-	-	-	-	-	-	-	bałuchaj	bałuchajmy	bałuchajcie	-
bałuszyć	bałuszę	bałuszysz	bałuszy	bałuszymy	bałuszycie	bałuszą	-	-	-	-	-	-	-	-	-	-	-	bałusz	bałuszmy	bałuszcie	-
bałwanieć	bałwanieję	bałwaniejesz	bałwanieje	bałwaniejemy	bałwaniejecie	bałwanieją	-	-	-	-	-	-	-	bałwaniała	bałwaniało	-	bałwaniały	bałwaniej	bałwaniejmy	bałwaniejcie	-
bałwanić	bałwanię	bałwanisz	bałwani	bałwanimy	bałwanicie	bałwanią	-	-	-	-	-	-	-	-	-	-	-	bałwań	bałwańmy	bałwańcie	-
bałwochwalić	bałwochwalę	bałwochwalisz	bałwochwali	bałwochwalimy	bałwochwalicie	bałwochwalą	-	-	-	-	-	-	-	-	-	-	-	bałwochwal	bałwochwalmy	bałwochwalcie	-
bałykować	bałykuję	bałykujesz	bałykuje	bałykujemy	bałykujecie	bałykują	-	-	-	-	-	-	-	-	-	-	-	bałykuj	bałykujmy	bałykujcie	-
bańkować	bańkuję	bańkujesz	bańkuje	bańkujemy	bańkujecie	bańkują	-	-	-	-	-	-	-	-	-	-	-	bańkuj	bańkujmy	bańkujcie	-
beatyfikować	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	beatyfikuj	beatyfikujmy	beatyfikujcie	-
bebeszyć	bebeszę	bebeszysz	bebeszy	bebeszymy	bebeszycie	bebeszą	-	-	-	-	-	-	-	-	-	-	-	bebesz	bebeszmy	bebeszcie	-
bebrać	bebram	bebrasz	bebra	bebramy	bebracie	bebrają	-	-	-	-	-	-	-	-	-	-	-	bebraj	bebrajmy	bebrajcie	-
bebłać	bebłam	bebłasz	bebła	bebłamy	bebłacie	bebłają	-	-	-	-	-	-	-	-	-	-	-	bebłaj	bebłajmy	bebłajcie	-
bechtać	bechtam	bechtasz	bechta	bechtamy	bechtacie	bechtają	-	-	-	-	-	-	-	-	-	-	-	bechtaj	bechtajmy	bechtajcie	-
becić	becę	becisz	beci	becimy	becicie	becą	-	-	-	-	-	-	-	-	-	-	-	beć	bećmy	bećcie	-
beczeć	beczę	beczysz	beczy	beczymy	beczycie	beczą	-	-	-	-	-	-	-	beczała	beczało	-	beczały	becz	beczmy	beczcie	-
beczkować	beczkuję	beczkujesz	beczkuje	beczkujemy	beczkujecie	beczkują	-	-	-	-	-	-	-	-	-	-	-	beczkuj	beczkujmy	beczkujcie	-
bednarzować	bednarzuję	bednarzujesz	bednarzuje	bednarzujemy	bednarzujecie	bednarzują	-	-	-	-	-	-	-	-	-	-	-	bednarzuj	bednarzujmy	bednarzujcie	-
bednarzyć	bednarzę	bednarzysz	bednarzy	bednarzymy	bednarzycie	bednarzą	-	-	-	-	-	-	-	-	-	-	-	bednarz	bednarzmy	bednarzcie	-
bejcować	bejcuję	bejcujesz	bejcuje	bejcujemy	bejcujecie	bejcują	-	-	-	-	-	-	-	-	-	-	-	bejcuj	bejcujmy	bejcujcie	-
bejramować	bejramuję	bejramujesz	bejramuje	bejramujemy	bejramujecie	bejramują	-	-	-	-	-	-	-	-	-	-	-	bejramuj	bejramujmy	bejramujcie	-
bekać	bekam	bekasz	beka	bekamy	bekacie	bekają	-	-	-	-	-	-	-	-	-	-	-	bekaj	bekajmy	bekajcie	-
beknąć	-	-	-	-	-	-	beknę	bekniesz	beknie	bekniemy	bekniecie	bekną	-	beknęła	beknęło	beknęli	beknęły	beknij	beknijmy	beknijcie	-
beletryzować	beletryzuję	beletryzujesz	beletryzuje	beletryzujemy	beletryzujecie	beletryzują	-	-	-	-	-	-	-	-	-	-	-	beletryzuj	beletryzujmy	beletryzujcie	-
belferować	belferuję	belferujesz	belferuje	belferujemy	belferujecie	belferują	-	-	-	-	-	-	-	-	-	-	-	belferuj	belferujmy	belferujcie	-
belfrować	belfruję	belfrujesz	belfruje	belfrujemy	belfrujecie	belfrują	-	-	-	-	-	-	-	-	-	-	-	belfruj	belfrujmy	belfrujcie	-
belkować	belkuję	belkujesz	belkuje	belkujemy	belkujecie	belkują	-	-	-	-	-	-	-	-	-	-	-	belkuj	belkujmy	belkujcie	-
belować	beluję	belujesz	beluje	belujemy	belujecie	belują	-	-	-	-	-	-	-	-	-	-	-	beluj	belujmy	belujcie	-
besemerować	besemeruję	besemerujesz	besemeruje	besemerujemy	besemerujecie	besemerują	-	-	-	-	-	-	-	-	-	-	-	besemeruj	besemerujmy	besemerujcie	-
besować	besuję	besujesz	besuje	besujemy	besujecie	besują	-	-	-	-	-	-	-	-	-	-	-	besuj	besujmy	besujcie	-
bestwić	bestwię	bestwisz	bestwi	bestwimy	bestwicie	bestwią	-	-	-	-	-	-	-	-	-	-	-	bestw	bestwijmy	bestwcie	-
besztać	besztam	besztasz	beszta	besztamy	besztacie	besztają	-	-	-	-	-	-	-	-	-	-	-	besztaj	besztajmy	besztajcie	-
betonować	betonuję	betonujesz	betonuje	betonujemy	betonujecie	betonują	-	-	-	będziemy betonowały	będziecie betonowały	będą betonowały	-	-	-	-	-	betonuj	betonujmy	betonujcie	-
bezcześcić	bezczeszczę	bezcześcisz	bezcześci	bezcześcimy	bezcześcicie	bezczeszczą	-	-	-	-	-	-	-	-	-	-	-	bezcześć	bezcześćmy	bezcześćcie	-
bezpieczyć	bezpieczę	bezpieczysz	bezpieczy	bezpieczymy	bezpieczycie	bezpieczą	-	-	-	-	-	-	-	-	-	-	-	bezpiecz	bezpieczmy	bezpieczcie	-
bezradnieć	bezradnieję	bezradniejesz	bezradnieje	bezradniejemy	bezradniejecie	bezradnieją	-	-	-	-	-	-	-	bezradniała	bezradniało	-	bezradniały	bezradniej	bezradniejmy	bezradniejcie	-
bezrobocić	bezrobocę	bezrobocisz	bezroboci	bezrobocimy	bezrobocicie	bezrobocą	-	-	-	-	-	-	-	-	-	-	-	bezroboć	bezroboćmy	bezroboćcie	-
bezsilnieć	bezsilnieję	bezsilniejesz	bezsilnieje	bezsilniejemy	bezsilniejecie	bezsilnieją	-	-	-	-	-	-	-	bezsilniała	bezsilniało	-	bezsilniały	bezsilniej	bezsilniejmy	bezsilniejcie	-
bezwładnieć	bezwładnieję	bezwładniejesz	bezwładnieje	bezwładniejemy	bezwładniejecie	bezwładnieją	-	-	-	-	-	-	-	bezwładniała	bezwładniało	-	bezwładniały	bezwładniej	bezwładniejmy	bezwładniejcie	-
bełgotać	bełgoczę	bełgocesz	bełgoce	bełgocemy	bełgocecie	bełgoczą	-	-	-	-	-	-	-	-	-	-	-	bełgocz	bełgoczmy	bełgoczcie	-
bełkotać	bełkoczę	bełkocesz	bełkoce	bełkocemy	bełkocecie	bełkoczą	-	-	-	-	-	-	-	-	-	-	-	bełkocz	bełkoczmy	bełkoczcie	-
bełtać	bełtam	bełtasz	bełta	bełtamy	bełtacie	bełtają	-	-	-	będziemy bełtały	będziecie bełtały	będą bełtały	-	-	-	-	-	bełtaj	bełtajmy	bełtajcie	-
biadać	biadam	biadasz	biada	biadamy	biadacie	biadają	-	-	-	-	-	-	-	-	-	-	-	biadaj	biadajmy	biadajcie	-
biadkać	biadkam	biadkasz	biadka	biadkamy	biadkacie	biadkają	-	-	-	-	-	-	-	-	-	-	-	biadkaj	biadkajmy	biadkajcie	-
biadolić	biadolę	biadolisz	biadoli	biadolimy	biadolicie	biadolą	-	-	-	-	-	-	-	-	-	-	-	biadol	biadolmy	biadolcie	-
białkować	białkuję	białkujesz	białkuje	białkujemy	białkujecie	białkują	-	-	-	-	-	-	-	-	-	-	-	białkuj	białkujmy	białkujcie	-
bibliotekarzować	bibliotekarzuję	bibliotekarzujesz	bibliotekarzuje	bibliotekarzujemy	bibliotekarzujecie	bibliotekarzują	-	-	-	-	-	-	-	-	-	-	-	bibliotekarzuj	bibliotekarzujmy	bibliotekarzujcie	-
bibować	bibuję	bibujesz	bibuje	bibujemy	bibujecie	bibują	-	-	-	-	-	-	-	-	-	-	-	bibuj	bibujmy	bibujcie	-
biczować	biczuję	biczujesz	biczuje	biczujemy	biczujecie	biczują	-	-	-	-	-	-	-	-	-	-	-	biczuj	biczujmy	biczujcie	-
biec	biegnę	biegniesz	biegnie	biegniemy	biegniecie	biegną	-	-	-	-	-	-	-	biegła	biegło	biegli	biegły	biegnij	biegnijmy	biegnijcie	-
