# lemma	present	past	past-participle	present-participle	imperative  ("-" = productive default)
opbogger	-	-	opgebogger	-	-
opbondel	-	-	opgebondel	-	-
opborrel	-	-	opgeborrel	-	-
opbou	-	-	opgebou	-	-
opbreek	-	-	opgebreek	-	-
opbring	-	-	opgebring	-	-
opbruis	-	-	opgebruis	-	-
opbêre	-	-	opgebêre	-	-
opdaag	-	-	opgedaag	opdaende	-
opdam	-	-	opgedam	-	-
opdateer	-	-	opgedateer	-	-
opdelf	-	-	opgedelf	-	-
opdelwe	-	-	opgedelwe	-	-
opdien	-	-	opgedien	-	-
opdiep	-	-	opgediep	-	-
opdis	-	-	opgedis	-	-
opdoem	-	-	opgedoem	-	-
opdoen	-	-	opgedoen	-	-
opdok	-	-	opgedok	-	-
opdollie	-	-	opgedollie	-	-
opdomkrag	-	-	opgedomkrag	-	-
opdonder	-	-	opgedonder	-	-
opdons	-	-	opgedons	-	-
opdra	-	-	opgedra	-	-
opdraai	-	-	opgedraai	-	-
opdreun	-	-	opgedreun	-	-
opdring	-	-	opgedring	-	-
opdroog	-	-	opgedroog	-	-
opdroë	-	-	opgedroë	-	-
opdruk	-	-	opgedruk	-	-
opdryf	-	-	opgedryf	-	-
opdrywe	-	-	opgedrywe	-	-
opduik	-	-	opgeduik	-	-
opdweil	-	-	opgedweil	-	-
opdwing	-	-	opgedwing	-	-
opeendring	-	-	opeengedring	-	-
opeendryf	-	-	opeengedryf	-	-
opeendrywe	-	-	opeengedrywe	-	-
opeenhoop	-	-	opeengehoop	-	-
opeenja	-	-	opeengeja	-	-
opeenjaag	-	-	opeengejaag	-	-
opeenjae	-	-	opeengejae	-	-
opeenpak	-	-	opeengepak	-	-
opeenplak	-	-	opeengeplak	-	-
opeenskuif	-	-	opeengeskuif	-	-
opeenskuiwe	-	-	opeengeskuiwe	-	-
opeenvolg	-	-	opeengevolg	-	-
opeet	-	-	opgeëet	opetende	-
operd	-	-	opgeërd	-	-
opfeil	-	-	opgefeil	-	-
opfleur	-	-	opgefleur	-	-
opflikker	-	-	opgeflikker	-	-
opfoes	-	-	opgefoes	-	-
opfoeter	-	-	opgefoeter	-	-
opfok	-	-	opgefok	-	-
opfris	-	-	opgefris	-	-
opfrommel	-	-	opgefrommel	-	-
opgaan	-	-	opgegaan	opgaande	-
opgaar	-	-	opgegaar	-	-
opgebruik	-	-	opgebruik	-	-
opgee	-	-	opgegee	-	-
opgekweek	-	-	opgekweekte	-	-
opgestel	-	-	opgestelde	-	-
opgetuie	-	-	optuie	-	-
opgooi	-	-	opgegooi	-	-
opgraaf	-	-	opgegraaf	-	-
opgradeer	-	-	opgegradeer	-	-
opgrawe	-	-	opgegrawe	-	-
opgroei	-	-	opgegroei	-	-
ophaal	-	-	opgehaal	-	-
ophang	-	-	opgehang	-	-
ophef	-	-	opgehef	-	-
ophel	-	-	opgehel	-	-
ophelder	-	-	opgehelder	-	-
ophemel	-	-	opgehemel	-	-
ophits	-	-	opgehits	-	-
ophoepel	-	-	opgehoepel	-	-
ophoes	-	-	opgehoes	-	-
ophoop	-	-	opgehoop	-	-
ophou	-	-	opgehou	-	-
ophys	-	-	opgehys	-	-
opja	-	-	opgeja	-	-
opjaag	-	-	opgejaag	-	-
opjae	-	-	opgejae	-	-
opkap	-	-	opgekap	-	-
opkeil	-	-	opgekeil	-	-
opkikker	-	-	opgekikker	-	-
opklaar	-	-	opgeklaar	-	-
opklap	-	-	opgeklap	-	-
opklim	-	-	opgeklim	-	-
opklink	-	-	opgeklink	-	-
opklop	-	-	opgeklop	-	-
opklouter	-	-	opgeklouter	-	-
opknap	-	-	opgeknap	-	-
opkoffie	-	-	opgekoffie	-	-
opkom	-	-	opgekom	-	-
opkommandeer	-	-	opgekommandeer	-	-
opkook	-	-	opgekook	-	-
opkoop	-	-	opgekoop	-	-
opkrik	-	-	opgekrik	-	-
opkrimp	-	-	opgekrimp	-	-
opkrop	-	-	opgekrop	-	-
opkruip	-	-	opgekruip	-	-
opkrul	-	-	opgekrul	-	-
opkry	-	-	opgekry	-	-
opkweek	-	-	opgekweek	-	-
opkyk	-	-	opgekyk	-	-
oplaai	-	-	opgelaai	-	-
opleef	-	-	opgeleef	-	-
oplei	-	-	opgelei	-	-
oplek	-	-	opgelek	-	-
oplet	-	-	opgelet	-	-
oplewe	-	-	opgelewe	-	-
oplewer	-	-	opgelewer	-	-
oplig	-	-	opgelig	-	-
oploop	-	-	opgeloop	-	-
oplos	-	-	opgelos	oplossende	-
oplui	-	-	opgelui	-	-
opluister	-	-	opgeluister	-	-
oplê	-	-	opgelê	-	-
opmaak	-	-	opgemaak	-	-
opmarsjeer	-	-	opgemarsjeer	-	-
opmeet	-	-	opgemeet	-	-
opmekaarstapel	-	-	opmekaargestapel	-	-
opmerk	-	-	opgemerk	-	-
opmoer	-	-	opgemoer	-	-
opmonter	-	-	opgemonter	-	-
opmors	-	-	opgemors	-	-
opneem	-	-	opgeneem	-	-
opneuk	-	-	opgeneuk	-	-
opnoem	-	-	opgenoem	-	-
opoffer	-	-	opgeoffer	-	-
oppak	-	-	opgepak	-	-
oppas	-	-	opgepas	-	-
oppers	-	-	opgepers	-	-
oppeusel	-	-	opgepeusel	-	-
oppiep	-	-	opgepiep	-	-
oppik	-	-	opgepik	-	-
opplak	-	-	opgeplak	-	-
oppoets	-	-	opgepoets	-	-
oppof	-	-	opgepof	-	-
oppomp	-	-	opgepomp	-	-
oppook	-	-	opgepook	-	-
oppot	-	-	opgepot	-	-
opprik	-	-	opgeprik	-	-
opprop	-	-	opgeprop	-	-
opraak	-	-	opgeraak	-	-
opraap	-	-	opgeraap	-	-
oprakel	-	-	opgerakel	-	-
oprank	-	-	opgerank	-	-
oprig	-	-	opgerig	-	-
oprisp	-	-	opgerisp	-	-
oproep	-	-	opgeroep	-	-
oprol	-	-	opgerol	-	-
oprond	-	-	opgerond	-	-
oprui	-	-	opgerui	-	-
opruim	-	-	opgeruim	-	-
opruk	-	-	opgeruk	-	-
opry	-	-	opgery	-	-
opryg	-	-	opgeryg	-	-
oprys	-	-	opgerys	-	-
opsaal	-	-	opgesaal	-	-
opsamel	-	-	opgesamel	-	-
opsien	-	-	opgesien	-	-
opsier	-	-	opgesier	-	-
opsit	-	-	opgesit	-	-
opskakel	-	-	opgeskakel	-	-
opskarrel	-	-	opgeskarrel	-	-
opskeep	-	-	opgeskeep	-	-
opskep	-	-	opgeskep	-	-
opskeploer	-	-	opskepgeloer	-	-
opskerp	-	-	opgeskerp	-	-
opskeur	-	-	opgeskeur	-	-
opskiet	-	-	opgeskiet	-	-
opskik	-	-	opgeskik	-	-
opskop	-	-	opgeskop	-	-
opskort	-	-	opgeskort	-	-
opskraap	-	-	opgeskraap	-	-
opskrik	-	-	opgeskrik	-	-
opskroef	-	-	opgeskroef	-	-
opskroewe	-	-	opgeskroewe	-	-
opskryf	-	-	opgeskryf	opskrywende	-
opskrywe	-	-	opgeskrywe	-	-
opskud	-	-	opgeskud	-	-
opskuif	-	-	opgeskuif	-	-
opskuiwe	-	-	opgeskuiwe	-	-
opslaan	-	-	opgeslaan	-	-
opsleep	-	-	opgesleep	-	-
opslinger	-	-	opgeslinger	-	-
opslip	-	-	opgeslip	-	-
opslobber	-	-	opgeslobber	-	-
opsluit	opgesluit	-	-	-	-
opsluk	-	-	opgesluk	-	-
opslurp	-	-	opgeslurp	-	-
opsmeer	-	-	opgesmeer	-	-
opsmuk	-	-	opgesmuk	-	-
opsmêsj	-	-	opgesmêsj	-	-
opsnap	-	-	opgesnap	-	-
opsnipper	-	-	opgesnipper	-	-
opsnork	-	-	opgesnork	-	-
opsnuif	-	-	opgesnuif	-	-
opsnuiwe	-	-	opgesnuiwe	-	-
opsny	-	-	opgesny	-	-
opsoek	-	-	opgesoek	-	-
opsom	-	-	opgesom	-	-
opspaar	-	-	opgespaar	-	-
opspeld	-	-	opgespeld	-	-
opsplyt	-	-	opgesplyt	-	-
opspoor	-	-	opgespoor	-	-
opspring	-	-	opgespring	-	-
opspuit	-	-	opgespuit	-	-
opstaan	-	-	opgestaan	-	-
opstapel	-	-	opgestapel	-	-
opstawel	-	-	opgestawel	-	-
opsteek	-	-	opgesteek	-	-
opstel	-	-	opgestel	-	-
opstook	-	-	opgestook	-	-
opstoot	-	-	opgestoot	-	-
opstop	-	-	opgestop	-	-
opstry	-	-	opgestry	-	-
opstryk	-	-	opgestryk	-	-
opstuif	-	-	opgestuif	-	-
opstuiwe	-	-	opgestuiwe	-	-
opstuur	-	-	opgestuur	-	-
opstyg	-	-	opgestyg	-	-
opsuie	-	-	opgesuie	-	-
opsuig	-	-	opgesuig	-	-
opsuip	-	-	opgesuip	-	-
opsweep	-	-	opgesweep	-	-
opswel	-	-	opgeswel	-	-
opsê	-	-	opgesê	-	-
optakel	-	-	opgetakel	-	-
opteken	-	-	opgeteken	-	-
optel	-	-	opgetel	-	-
optooi	-	-	opgetooi	-	-
optoom	-	-	opgetoom	-	-
optorring	-	-	opgetorring	-	-
optree	-	-	opgetree	-	-
optrek	-	-	opgetrek	-	-
optuig	-	-	opgetuig	-	-
opvaar	-	-	opgevaar	-	-
opval	-	-	opgeval	-	-
opvang	-	-	opgevang	-	-
opvat	-	-	opgevat	-	-
opvee	-	-	opgevee	-	-
opveil	-	-	opgeveil	-	-
opvis	-	-	opgevis	-	-
opvlam	-	-	opgevlam	-	-
opvlie	-	-	opgevlie	-	-
opvlieg	-	-	opgevlieg	-	-
opvoed	-	-	opgevoed	-	-
opvoer	-	-	opgevoer	-	-
opvolg	-	-	opgevolg	-	-
opvorder	-	-	opgevorder	-	-
opvou	-	-	opgevou	-	-
opvra	-	-	opgevra	-	-
opvreet	-	-	opgevreet	-	-
opvrolik	-	-	opgevrolik	-	-
opvryf	-	-	opgevryf	-	-
opvrywe	-	-	opgevrywe	-	-
opvul	-	-	opgevul	-	-
opvysel	-	-	opgevysel	-	-
opwag	-	-	opgewag	-	-
opwarm	-	-	opgewarm	-	-
opwas	-	-	opgewas	-	-
opweeg	-	-	opgeweeg	-	-
opwek	-	-	opgewek	-	-
opwel	-	-	opgewel	-	-
opwen	-	-	opgewen	-	-
opwerk	-	-	opgewerk	-	-
opwerp	-	-	opgewerp	-	-
opwin	-	-	opgewin	-	-
opwind	-	-	opgewind	-	-
opwip	-	-	opgewip	-	-
paalspring	-	-	paalgespring	-	-
paar	-	-	-	parende	-
padgee	-	-	padgegee	-	-
papdruk	-	-	papgedruk	-	-
papslaan	-	-	papgeslaan	-	-
parodieer	-	-	parodieer	-	-
partytrek	-	-	partygetrek	-	-
pasmaak	-	-	pasgemaak	-	-
perbeer	-	-	-	perberende	-
perdry	-	-	perdgery	-	-
plaas	-	-	-	plasende	-
plaashê	plaashet	-	plaasgehad	-	-
plaasneem	-	-	plaasgeneem	-	-
plaasvind	-	-	plaasgevind	-	-
platdruk	-	-	platgedruk	-	-
platgooi	-	-	platgegooi	-	-
platloop	-	-	platlope	-	-
platlê	-	-	platgelê	-	-
platmaak	platgemaak	-	platmaak	-	-
platpers	-	-	platgepers	-	-
platry	-	-	platgery	-	-
platskiet	-	-	platgeskiet	-	-
platskop	-	-	platgeskop	-	-
platslaan	-	-	platgeslaan	-	-
platstoot	-	-	platgestoot	-	-
platstryk	-	-	platgestryk	-	-
plattrap	-	-	platgetrap	-	-
plattrek	-	-	platgetrek	-	-
platval	-	-	platgeval	-	-
platvee	-	-	platgevee	-	-
pluk	-	-	-	plukkende	-
popspeel	-	-	popgespeel	-	-
posvat	-	-	posgevat	-	-
praat	-	-	-	pratende	-
preek	-	-	-	prekende	-
probeer	-	-	-	proberende	-
prysgee	-	-	prysgegee	-	-
prysmaak	-	-	prysgemaak	-	-
psalmsing	-	-	psalmgesing	-	-
publiseer	-	-	-	publiserende	-
raadpleeg	-	-	-	raadplegende	-
raakboul	-	-	raakgeboul	-	-
raaklees	-	-	raakgelees	-	-
raakloop	-	-	raakgeloop	-	-
raakry	-	-	raakgery	-	-
raaksien	-	-	raakgesien	-	-
raakslaan	-	-	raakgeslaan	-	-
raaksny	-	-	raakgesny	-	-
raaktrap	-	-	raakgetrap	-	-
raakval	-	-	raakgeval	-	-
raakvang	-	-	raakgevang	-	-
raakvat	-	-	raakgevat	-	-
regeer	-	-	-	regerende	-
reghelp	-	-	reggehelp	-	-
reghou	-	-	reggehou	-	-
regkom	-	-	reggekom	-	-
regkry	-	-	reggekry	-	-
regmaak	-	-	reggemaak	-	-
regpak	-	-	reggepak	-	-
regruk	-	-	reggeruk	-	-
regsit	-	-	reggesit	-	-
regspreek	-	-	reggespreek	-	-
regstaan	-	-	reggestaan	-	-
regstel	-	-	reggestel	-	-
reisiesjaag	-	-	reisiesgejaag	-	-
resiesjaag	-	-	resiesgejaag	-	-
riemspring	-	-	riemgespring	-	-
ringgooi	-	-	ringgegooi	-	-
rol	-	-	-	rollende	-
rondbaljaar	-	-	rondgebaljaar	-	-
rondbasuin	-	-	rondgebasuin	-	-
rondbeweeg	-	-	rondbeweeg	-	-
rondbrief	-	-	rondgebrief	-	-
rondbring	-	-	rondgebring	-	-
ronddans	-	-	rondgedans	-	-
ronddeel	-	-	rondgedeel	-	-
ronddein	-	-	rondgedein	-	-
ronddobber	-	-	rondgedobber	-	-
ronddra	-	-	rondgedra	-	-
ronddraai	-	-	rondgedraai	-	-
ronddraf	-	-	rondgedraf	-	-
ronddrentel	-	-	rondgedrentel	-	-
ronddryf	-	-	rondgedryf	-	-
ronddwaal	-	-	rondgedwaal	-	-
ronddwarrel	-	-	rondgedwarrel	-	-
rondfladder	-	-	rondgefladder	-	-
rondflenter	-	-	rondgeflenter	-	-
rondgaan	-	-	rondgegaan	rondgaande	-
rondgee	-	-	rondgegee	-	-
rondglip	-	-	rondgeglip	-	-
rondgooi	-	-	rondgegooi	-	-
rondhardloop	-	-	rondgehardloop	-	-
rondhol	-	-	rondgehol	-	-
rondhuppel	-	-	rondgehuppel	-	-
rondjaag	-	-	rondgejaag	-	-
rondjakker	-	-	rondgejakker	-	-
rondjol	-	-	rondgejol	-	-
rondkerjakker	-	-	rondgekerjakker	-	-
rondkom	-	-	rondgekom	-	-
rondkommandeer	-	-	rondgekommandeer	-	-
rondkruip	-	-	rondgekruip	-	-
rondkuier	-	-	rondgekuier	-	-
rondkyk	-	-	rondgekyk	-	-
rondlei	-	-	rondgelei	-	-
rondleuter	-	-	rondgeleuter	-	-
rondloer	-	-	rondgeloer	-	-
rondloop	-	-	rondgeloop	-	-
rondlê	-	-	rondgelê	-	-
rondmaak	-	-	rondgemaak	-	-
rondmaal	-	-	rondgemaal	-	-
rondmoker	-	-	rondgemoker	-	-
rondpluk	-	-	rondgepluk	-	-
rondreis	-	-	rondgereis	-	-
rondrits	-	-	rondgerits	-	-
rondrol	-	-	rondgerol	-	-
rondry	-	-	rondgery	-	-
rondskarrel	-	-	rondgeskarrel	-	-
rondskommel	-	-	rondgeskommel	-	-
rondskryf	-	-	rondgeskryf	-	-
rondskrywe	-	-	rondgeskrywe	-	-
rondskuif	-	-	rondgeskuif	-	-
rondskuiwe	-	-	rondgeskuiwe	-	-
rondsleep	-	-	rondgesleep	-	-
rondslenter	-	-	rondgeslenter	-	-
rondslinger	-	-	rondgeslinger	-	-
rondsluip	-	-	rondgesluip	-	-
rondsmous	-	-	rondgesmous	-	-
rondsmyt	-	-	rondgesmyt	-	-
rondsnuffel	-	-	rondgesnuffel	-	-
rondsoek	-	-	rondgesoek	-	-
rondspook	-	-	rondgespook	-	-
rondspring	-	-	rondgespring	-	-
rondstaan	-	-	rondgestaan	-	-
rondstap	-	-	rondgestap	-	-
rondstoot	-	-	rondgestoot	-	-
rondstrooi	-	-	rondgestrooi	-	-
rondswalk	-	-	rondgeswalk	-	-
rondswerf	-	-	rondgeswerf	-	-
rondswerwe	-	-	rondgeswerwe	-	-
rondtas	-	-	rondgetas	-	-
rondtol	-	-	rondgetol	-	-
rondtrap	-	-	rondgetrap	-	-
rondtrek	-	-	rondgetrek	-	-
rondtrippel	-	-	rondgetrippel	-	-
rondvaar	-	-	rondgevaar	-	-
rondval	-	-	rondgeval	-	-
rondvat	-	-	rondgevat	-	-
rondvent	-	-	rondgevent	-	-
rondvertel	-	-	rondvertel	-	-
rondvlieg	-	-	rondgevlieg	-	-
rondvra	-	-	rondgevra	-	-
rondvroetel	-	-	rondgevroetel	-	-
rondwaai	-	-	rondgewaai	-	-
rondwandel	-	-	rondgewandel	-	-
rondwikkel	-	-	rondgewikkel	-	-
rondwoel	-	-	rondgewoel	-	-
rook	-	-	-	rokende	-
rus	-	-	-	rustende	-
rusie	-	-	-	rusiënde	-
rypmaak	-	-	rypgemaak	-	-
rypword	-	-	rypgeword	-	-
rys	-	-	gerese	-	-
saadskiet	-	-	saadgeskiet	-	-
saambind	-	-	saamgebind	-	-
saamblaf	-	-	saamgeblaf	-	-
saambloos	-	-	saamgebloos	-	-
saambly	-	-	saamgebly	-	-
saambondel	-	-	saamgebondel	-	-
saambou	-	-	saamgebou	-	-
saambring	-	-	saamgebring	-	-
saambundel	-	-	saamgebundel	-	-
saamdoen	-	-	saamgedoen	-	-
saamdra	-	-	saamgedra	-	-
saamdring	-	-	saamgedring	-	-
saamdrink	-	-	saamgedrink	-	-
saamdrom	-	-	saamgedrom	-	-
saamdruk	-	-	saamgedruk	-	-
saamdryf	-	-	saamgedryf	-	-
saamdrywe	-	-	saamgedrywe	-	-
saameet	-	-	saamgeëet	-	-
saamflans	-	-	saamgeflans	-	-
saamfrommel	-	-	saamgefrommel	-	-
saamgaan	-	-	saamgegaan	saamgaande	-
saamgooi	-	-	saamgegooi	-	-
saamgroei	-	-	saamgegroei	-	-
saamgroepeer	-	-	saamgegroepeer	-	-
saamhang	-	-	saamgehang	-	-
saamheg	-	-	saamgeheg	-	-
saamhok	-	-	saamgehok	-	-
saamhoop	-	-	saamgehoop	-	-
saamhoort	-	-	saamgehoort	-	-
saamhou	-	-	saamgehou	-	-
saamkleef	-	-	saamgekleef	-	-
saamklewe	-	-	saamgeklewe	-	-
saamkliek	-	-	saamgekliek	-	-
saamklink	-	-	saamgeklink	-	-
saamklonter	-	-	saamgeklonter	-	-
saamklouter	-	-	saamgeklouter	-	-
saamknoop	-	-	saamgeknoop	-	-
saamkoek	-	-	saamgekoek	-	-
saamkom	-	-	saamgekom	-	-
saamkonkel	-	-	saamgekonkel	-	-
saamkook	-	-	saamgekook	-	-
saamkoppel	-	-	saamgekoppel	-	-
saamkuier	-	-	saamgekuier	-	-
saamlag	-	-	saamgelag	-	-
saamleef	-	-	saamgeleef	-	-
saamlees	-	-	saamgelees	-	-
saamlewe	-	-	saamgelewe	-	-
saamlok	-	-	saamgelok	-	-
saamloop	-	-	saamgeloop	-	-
saamlym	-	-	saamgelym	-	-
saammaak	-	-	saamgemaak	-	-
saammeng	-	-	saamgemeng	-	-
saamneem	-	-	saamgeneem	-	-
saamnooi	-	-	saamgenooi	-	-
saampak	-	-	saamgepak	-	-
saampas	-	-	saamgepas	-	-
saampers	-	-	saamgepers	-	-
saamplak	-	-	saamgeplak	-	-
saampraat	-	-	saamgepraat	-	-
saamraap	-	-	saamgeraap	-	-
saamreis	-	-	saamgereis	-	-
saamroep	-	-	saamgeroep	-	-
saamrol	-	-	saamgerol	-	-
saamrot	-	-	saamgerot	-	-
saamsing	-	-	saamgesing	-	-
saamskool	-	-	saamgeskool	-	-
saamskraap	-	-	saamgeskraap	-	-
saamskryf	-	-	saamgeskryf	-	-
saamslaan	-	-	saamgeslaan	-	-
saamsleep	-	-	saamgesleep	-	-
saamsluit	-	-	saamgesluit	-	-
saamsmee	-	-	saamgesmee	-	-
saamsmelt	-	-	saamgesmelt	-	-
saamsnoer	-	-	saamgesnoer	-	-
saamspan	-	-	saamgespan	-	-
saamspeel	-	-	saamgespeel	-	-
saamstaan	-	-	saamgestaan	-	-
saamstel	-	-	saamgestel	saamstellende	-
saamstem	-	-	saamgestem	-	-
saamstroom	-	-	saamgestroom	-	-
saamsukkel	-	-	saamgesukkel	-	-
saamsweer	-	-	saamgesweer	-	-
saamteken	-	-	saamgeteken	-	-
saamtel	-	-	saamgetel	-	-
saamtref	-	-	saamgetref	-	-
saamtrek	-	-	saamgetrek	-	-
saamtrop	-	-	saamgetrop	-	-
saamval	-	-	saamgeval	-	-
saamvat	-	-	saamgevat	-	-
saamvleg	-	-	saamgevleg	-	-
saamvloei	-	-	saamgevloei	-	-
saamvoeg	-	-	saamgevoeg	-	-
saamvoer	-	-	saamgevoer	-	-
saamvolk	-	-	saamgevolk	-	-
saamvou	-	-	saamgevou	-	-
saamwerk	-	-	saamgewerk	-	-
saamwoon	-	-	saamgewoon	-	-
sagkook	-	-	saggekook	-	-
sagmaak	-	-	saggemaak	-	-
sagpers	-	-	saggepers	-	-
sagvryf	-	-	saggevryf	-	-
sal	-	sou	-	-	-
samehang	-	-	samegehang	-	-
samesluit	-	-	samegesluit	-	-
seerkry	-	-	seergekry	-	-
seermaak	-	-	seergemaak	-	-
seg	-	-	-	seggende	-
seh	-	-	-	seggende	-
sien	-	-	-	siende	-
siet	-	-	-	siende	-
sit	-	-	-	sittende	-
skeefloop	-	-	skeefgeloop	-	-
skeeftrap	-	-	skeefgetrap	-	-
skeepgaan	-	-	skeepgegaan	-	-
skei	-	-	-	skeidende	-
skel	-	-	-	skellende	-
skep	-	-	geskape	skeppende	-
skerpmaak	-	-	skerpgemaak	-	-
skildpadtrek	-	-	skildpadgetrek	-	-
skoolgaan	-	-	skoolgegaan	-	-
skoolhou	-	-	skoolgehou	-	-
skoolsit	-	-	skoolgesit	-	-
skoonboul	-	-	skoongeboul	-	-
skoonbrand	-	-	skoongebrand	-	-
skoonbyt	-	-	skoongebyt	-	-
skoonhark	-	-	skoongehark	-	-
skoonkam	-	-	skoongekam	-	-
skoonlek	-	-	skoongelek	-	-
skoonmaak	-	-	skoongemaak	-	-
skoonpraat	-	-	skoongepraat	-	-
skoonskraap	-	-	skoongeskraap	-	-
skoonskrop	-	-	skoongeskrop	-	-
skoonvee	-	-	skoongevee	-	-
skoonvryf	-	-	skoongevryf	-	-
skoorsoek	-	-	skoorgesoek	-	-
skrap	-	-	-	skrappende	-
skree	-	-	-	skreeënde	-
skrikmaak	-	-	skrikgemaak	-	-
skroom	-	-	-	skromende	-
skryf	-	-	-	skrywende	-
skuilgaan	-	-	skuilgegaan	-	-
skuilhou	-	-	skuilgehou	-	-
skyfskiet	-	-	skyfgeskiet	-	-
slaan	-	-	-	slaande	-
slaap	-	-	-	slapende	-
slaat	-	-	-	slatende	-
slegmaak	-	-	sleggemaak	-	-
slegpraat	-	-	sleggepraat	-	-
slegsê	-	-	sleggesê	-	-
snik	-	-	-	snikkende	-
soebat	-	-	-	soebattende	-
sool	-	-	-	solend	-
soutraap	-	-	soutgeraap	-	-
speel	-	-	-	spelende	-
spekskiet	-	-	spekgeskiet	-	-
spel	-	-	-	spellende	-
spiesgooi	-	-	spiesgegooi	-	-
spioen	-	-	-	spioen	-
spog	-	-	-	spoggende	-
spoorhou	-	-	spoorgehou	-	-
spoorsny	-	-	spoorgesny	-	-
sprak	-	sprak	-	-	-
spreek	-	-	-	sprekende	-
staan	-	-	-	staande	-
staanmaak	-	-	staangemaak	-	-
staat	-	-	-	staande	-
staatmaak	-	-	staatgemaak	-	-
standhou	-	-	standgehou	-	-
steekhou	-	-	steekgehou	-	-
steel	-	-	-	stelende	-
stem	-	-	-	stemmende	-
sterf	-	-	-	sterwende	-
sterrekyk	-	-	sterregekyk	-	-
stilbly	-	-	stilgebly	-	-
stilhou	-	-	stilgehou	-	-
stillê	-	-	stilgelê	-	-
stilmaak	-	-	stilgemaak	-	-
stilskreeu	-	-	stilgeskreeu	-	-
stilstaan	-	-	stilgestaan	-	-
stokkiesdraai	-	-	stokkiesgedraai	-	-
stol	-	-	-	stollende	-
stomslaan	-	-	stomgeslaan	-	-
stopsit	-	-	stopgesit	-	-
stormja	stormgeja	-	-	-	-
stormjaag	stormgejaag	-	-	-	-
stormjae	stormgejae	-	-	-	-
stormloop	-	-	stormgeloop	-	-
strek	-	-	-	strek	-
strik	-	-	-	strikkende	-
studeer	-	-	-	studerende	-
styfloop	-	-	styfgeloop	-	-
styftrek	-	-	styfgetrek	-	-
sug	-	-	-	sugtende	-
swaarkry	-	-	swaargekry	-	-
swartsmeer	-	-	swartgesmeer	-	-
sweef	-	-	-	swewende	-
sweer	-	-	-	swerende	-
sweet	-	-	-	swetende	-
swel	-	-	-	swellende	-
swem	-	-	-	swemmende	-
sê	-	-	-	seggende	-
teel	-	-	-	telende	-
teengaan	-	-	teengegaan	-	-
teenhou	-	-	teengehou	-	-
teenkom	-	-	teengekom	-	-
teenlag	-	-	teengelag	-	-
teenloop	-	-	teengeloop	-	-
teenpraat	-	-	teengepraat	-	-
teensit	-	-	teengesit	-	-
teenspartel	-	-	teengespartel	-	-
teenspreek	-	-	teengespreek	-	-
teenstaan	-	-	teengestaan	-	-
teenstel	-	-	teengestel	-	-
teenstem	-	-	teengestem	-	-
teenstribbel	-	-	teengestribbel	-	-
teenval	-	-	teengeval	-	-
teenwerk	-	-	teengewerk	-	-
teenwerp	-	-	teengewerp	-	-
tegemoetgaan	-	-	tegemoetgegaan	-	-
tegemoetkom	-	-	tegemoetgekom	-	-
tegemoetloop	-	-	tegemoetgeloop	-	-
teikenskiet	-	-	teikengeskiet	-	-
tekeregaan	-	-	tekeregegaan	-	-
tekortdoen	-	-	tekortgedoen	-	-
tekortskiet	-	-	tekortgeskiet	-	-
telefoneer	-	-	-	telefonerende	-
teleurstel	-	-	teleurgestel	-	-
teloorgaan	-	-	teloorgegaan	-	-
tenietdoen	-	-	tenietgedoen	-	-
tenietgaan	-	-	tenietgegaan	-	-
tentoonstel	-	-	tentoongestel	-	-
teregbring	-	-	tereggebring	-	-
tereghelp	-	-	tereggehelp	-	-
teregkom	-	-	tereggekom	-	-
teregstaan	-	-	tereggestaan	-	-
teregstel	-	-	tereggestel	-	-
teregwys	-	-	tereggewys	-	-
terneerdruk	-	-	terneergedruk	-	-
terugbaklei	-	-	teruggebaklei	-	-
terugbesorg	-	-	terugbesorg	-	-
terugbetaal	-	-	terugbetaal	-	-
terugbind	-	-	teruggebind	-	-
terugblik	-	-	teruggeblik	-	-
terugbring	-	-	teruggebring	-	-
terugbuig	-	-	teruggebuig	-	-
terugdateer	-	-	teruggedateer	-	-
terugdeins	-	-	teruggedeins	-	-
terugdink	-	-	teruggedink	-	-
terugdraai	-	-	teruggedraai	-	-
terugdring	-	-	teruggedring	-	-
terugdryf	-	-	teruggedryf	-	-
terugdrywe	-	-	teruggedrywe	-	-
terugdwing	-	-	teruggedwing	-	-
terugeis	-	-	teruggeëis	-	-
teruggaan	-	-	teruggegaan	-	-
teruggee	-	-	teruggegee	-	-
teruggly	-	-	teruggegly	-	-
teruggooi	-	-	teruggegooi	-	-
teruggryp	-	-	teruggegryp	-	-
terughardloop	-	-	teruggehardloop	-	-
terughou	-	-	teruggehou	-	-
terugja	-	-	teruggeja	-	-
terugjaag	-	-	teruggejaag	-	-
terugjae	-	-	teruggejae	-	-
terugkaats	-	-	teruggekaats	-	-
terugkap	-	-	teruggekap	-	-
terugkeer	-	-	teruggekeer	-	-
terugkom	-	-	teruggekom	-	-
terugkoop	-	-	teruggekoop	-	-
terugkrabbel	-	-	teruggekrabbel	-	-
terugkrimp	-	-	teruggekrimp	-	-
terugkrom	-	-	teruggekrom	-	-
terugkruip	-	-	teruggekruip	-	-
terugkrul	-	-	teruggekrul	-	-
terugkry	-	-	teruggekry	-	-
terugkyk	-	-	teruggekyk	-	-
teruglaai	-	-	teruggelaai	-	-
teruglees	-	-	teruggelees	-	-
teruglei	-	-	teruggelei	-	-
