# lemma	prs1sg	prs2sg	prs3sg	prs1pl	prs2pl	prs3pl	sbjv3	imp2sg	ptcp	ger	ipfv1sg	pfv3sg ("-" = derive)
furnirui	furniruiesc	furniruiești	furniruiește	furniruim	furniruiți	furniruiesc	furniruiască	furniruiește	furniruit	furniruind	furniruiam	furnirui
fâlfâi	fâlfâi	fâlfâi	fâlfâie	fâlfâim	fâlfâiți	fâlfâie	fâlfâie	fâlfâie	fâlfâit	fâlfâind	fâlfâiam	fâlfâi
fâlfăi	fâlfăi	fâlfăi	fâlfăie	fâlfăim	fâlfăiți	fâlfăie	fâlfăie	fâlfăie	fâlfăit	fâlfăind	fâlfăiam	fâlfăi
fârnâi	fârnâi	fârnâi	fârnâie	fârnâim	fârnâiți	fârnâie	fârnâie	fârnâie	fârnâit	fârnâind	fârnâiam	fârnâi
fâsâi	fâsâi	fâsâi	fâsâie	fâsâim	fâsâiți	fâsâie	fâsâie	fâsâie	fâsâit	fâsâind	fâsâiam	fâsâi
fâsăi	fâsăi	fâsăi	fâsăie	fâsăim	fâsăiți	fâsăie	fâsăie	fâsăie	fâsăit	fâsăind	fâsăiam	fâsăi
fâșcâi	fâșcâi	fâșcâi	fâșcâie	fâșcâim	fâșcâiți	fâșcâie	fâșcâie	fâșcâie	fâșcâit	fâșcâind	fâșcâiam	fâșcâi
fâșii	fâșii	fâșii	-	fâșiim	fâșiiți	-	-	-	fâșiit	fâșiind	-	fâșii
fâștica	fâștic	fâștici	fâștică	-	-	fâștică	fâștice	fâștică	-	-	-	-
fâșâi	fâșâi	fâșâi	fâșâie	fâșâim	fâșâiți	fâșâie	fâșâie	fâșâie	fâșâit	fâșâind	fâșâiam	fâșâi
fâșăi	fâșăi	fâșăi	fâșăie	fâșăim	fâșăiți	fâșăie	fâșăie	fâșăie	fâșăit	fâșăind	fâșăiam	fâșăi
fâțâi	fâțâi	fâțâi	fâțâie	fâțâim	fâțâiți	fâțâie	fâțâie	fâțâie	fâțâit	fâțâind	fâțâiam	fâțâi
făcăi	-	-	făcăie	-	-	făcăie	făcăie	-	făcăit	făcăind	-	făcăi
făcălui	făcăluiesc	făcăluiești	făcăluiește	făcăluim	făcăluiți	făcăluiesc	făcăluiască	făcăluiește	făcăluit	făcăluind	făcăluiam	făcălui
făgădui	făgăduiesc	făgăduiești	făgăduiește	făgăduim	făgăduiți	făgăduiesc	făgăduiască	făgăduiește	făgăduit	făgăduind	făgăduiam	făgădui
fălfâi	fălfâi	fălfâi	fălfâie	fălfâim	fălfâiți	fălfâie	fălfâie	fălfâie	fălfâit	fălfâind	fălfâiam	fălfâi
fălui	făluiesc	făluiești	făluiește	făluim	făluiți	făluiesc	făluiască	făluiește	făluit	făluind	făluiam	fălui
fălălui	fălăluiesc	fălăluiești	fălăluiește	fălăluim	fălăluiți	fălăluiesc	fălăluiască	fălăluiește	fălăluit	fălăluind	fălăluiam	fălălui
fălălăi	-	-	fălălăiește	-	-	fălălăiesc	fălălăiască	-	fălălăit	fălălăind	-	fălălăi
fălțui	fălțuiesc	fălțuiești	fălțuiește	fălțuim	fălțuiți	fălțuiesc	fălțuiască	fălțuiește	fălțuit	fălțuind	fălțuiam	fălțui
făptui	făptuiesc	făptuiești	făptuiește	făptuim	făptuiți	făptuiesc	făptuiască	făptuiește	făptuit	făptuind	făptuiam	făptui
fărbui	fărbuiesc	fărbuiești	fărbuiește	fărbuim	fărbuiți	fărbuiesc	fărbuiască	fărbuiește	fărbuit	fărbuind	fărbuiam	fărbui
fărma	fărm	fărmi	farmă	fărmăm	fărmați	farmă	farme	farmă	fărmat	fărmând	fărmam	fărmă
fărtoi	fărtoiesc	fărtoiești	fărtoiește	fărtoim	fărtoiți	fărtoiesc	fărtoiască	fărtoiește	fărtoit	fărtoind	fărtoiam	fărtoi
fărtălui	fărtăluiesc	fărtăluiești	fărtăluiește	fărtăluim	fărtăluiți	fărtăluiesc	fărtăluiască	fărtăluiește	fărtăluit	fărtăluind	fărtăluiam	fărtălui
făta	-	-	fată	-	-	fată	fete	-	fătat	fătând	-	fătă
fățui	fățuiesc	fățuiești	fățuiește	fățuim	fățuiți	fățuiesc	fățuiască	fățuiește	fățuit	fățuind	fățuiam	fățui
gambia	gambiez	gambiezi	gambiază	gambiem	gambiați	gambiază	gambieze	gambiază	gambiat	gambiind	gambiam	gambie
gelui	geluiesc	geluiești	geluiește	geluim	geluiți	geluiesc	geluiască	geluiește	geluit	geluind	geluiam	gelui
geoi	geoiesc	geoiești	geoiește	geoim	geoiți	geoiesc	geoiască	geoiește	geoit	geoind	geoiam	geoi
geui	geuiesc	geuiești	geuiește	geuim	geuiți	geuiesc	geuiască	geuiește	geuit	geuind	geuiam	geui
ghemui	ghemuiesc	ghemuiești	ghemuiește	ghemuim	ghemuiți	ghemuiesc	ghemuiască	ghemuiește	ghemuit	ghemuind	ghemuiam	ghemui
ghiftui	ghiftuiesc	ghiftuiești	ghiftuiește	ghiftuim	ghiftuiți	ghiftuiesc	ghiftuiască	ghiftuiește	ghiftuit	ghiftuind	ghiftuiam	ghiftui
ghilțui	ghilțui	ghilțui	ghilțuie	ghilțuim	ghilțuiți	ghilțuie	ghilțuie	ghilțuie	ghilțuit	ghilțuind	ghilțuiam	ghilțui
ghintui	ghintuiesc	ghintuiești	ghintuiește	ghintuim	ghintuiți	ghintuiesc	ghintuiască	ghintuiește	ghintuit	ghintuind	ghintuiam	ghintui
ghiolcăi	-	-	ghiolcăiește	-	-	ghiolcăiesc	ghiolcăiască	-	ghiolcăit	ghiolcăind	-	ghiolcăi
ghiorăi	-	-	ghiorăie	-	-	ghiorăie	ghiorăie	-	ghiorăit	ghiorăind	-	ghiorăi
ghiorțăi	-	-	ghiorțăie	-	-	ghiorțăie	ghiorțăie	-	ghiorțăit	ghiorțăind	-	ghiorțăi
ghizdui	ghizduiesc	ghizduiești	ghizduiește	ghizduim	ghizduiți	ghizduiesc	ghizduiască	ghizduiește	ghizduit	ghizduind	ghizduiam	ghizdui
gilălui	gilăluiesc	gilăluiești	gilăluiește	gilăluim	gilăluiți	gilăluiesc	gilăluiască	gilăluiește	gilăluit	gilăluind	gilăluiam	gilălui
gioi	gioiesc	gioiești	gioiește	gioim	gioiți	gioiesc	gioiască	gioiește	gioit	gioind	gioiam	gioi
gistrui	gistruiesc	gistruiești	gistruiește	gistruim	gistruiți	gistruiesc	gistruiască	gistruiește	gistruit	gistruind	gistruiam	gistrui
giui	giuiesc	giuiești	giuiește	giuim	giuiți	giuiesc	giuiască	giuiește	giuit	giuind	giuiam	giui
giurui	giuruiesc	giuruiești	giuruiește	giuruim	giuruiți	giuruiesc	giuruiască	giuruiește	giuruit	giuruind	giuruiam	giurui
gletui	gletuiesc	gletuiești	gletuiește	gletuim	gletuiți	gletuiesc	gletuiască	gletuiește	gletuit	gletuind	gletuiam	gletui
glănțui	glănțuiesc	glănțuiești	glănțuiește	glănțuim	glănțuiți	glănțuiesc	glănțuiască	glănțuiește	glănțuit	glănțuind	glănțuiam	glănțui
glăsui	glăsuiesc	glăsuiești	glăsuiește	glăsuim	glăsuiți	glăsuiesc	glăsuiască	glăsuiește	glăsuit	glăsuind	glăsuiam	glăsui
glătui	glătuiesc	glătuiești	glătuiește	glătuim	glătuiți	glătuiesc	glătuiască	glătuiește	glătuit	glătuind	glătuiam	glătui
goborî	gobor	gobori	goboară	goborâm	goborâți	goboară	goboare	goboară	goborât	goborând	goboram	goborî
godia	godiez	godiezi	godiază	godiem	godiați	godiază	godieze	godiază	godiat	godiind	godiam	godie
gradua	graduez	graduezi	graduează	graduăm	graduați	graduează	gradueze	graduează	graduat	graduând	graduam	graduă
graseia	graseiez	graseiezi	graseiază	graseiem	graseiați	graseiază	graseieze	graseiază	graseiat	graseind	graseiam	graseie
grația	grațiez	grațiezi	grațiază	grațiem	grațiați	grațiază	grațieze	grațiază	grațiat	grațiind	grațiam	grație
grea	greez	greezi	greează	greăm	greați	greează	greeze	greează	great	greând	gream	greă
gria	griez	griezi	griază	griem	griați	griază	grieze	griază	griat	griind	griam	grie
gricăi	gricăiesc	gricăiești	gricăiește	gricăim	gricăiți	gricăiesc	gricăiască	gricăiește	gricăit	gricăind	gricăiam	gricăi
gripsăna	gripsăn	gripsăni	gripsănă	-	-	gripsănă	gripsăne	gripsănă	-	-	-	-
grohăi	grohăi	grohăi	grohăie	grohăim	grohăiți	grohăie	grohăie	grohăie	grohăit	grohăind	grohăiam	grohăi
grundui	grunduiesc	grunduiești	grunduiește	grunduim	grunduiți	grunduiesc	grunduiască	grunduiește	grunduit	grunduind	grunduiam	grundui
grăi	grăiesc	grăiești	grăiește	grăim	grăiți	grăiesc	grăiască	grăiește	grăit	grăind	grăiam	grăi
grăpsăna	grăpsăn	grăpsăni	grăpsănă	-	-	grăpsănă	grăpsăne	grăpsănă	-	-	-	-
grăpșina	grăpșin	grăpșini	grăpșină	-	-	grăpșină	grăpșine	grăpșină	-	-	-	-
grăpțăna	grăpțăn	grăpțăni	grăpțănă	-	-	grăpțănă	grăpțăne	grăpțănă	-	-	-	-
guguța	guguț	guguți	guguță	-	-	guguță	guguțe	guguță	-	-	-	-
gunoi	gunoiesc	gunoiești	gunoiește	gunoim	gunoiți	gunoiesc	gunoiască	gunoiește	gunoit	gunoind	gunoiam	gunoi
gunoia	-	-	-	-	-	-	-	-	-	-	-	gunoie
gurguia	gurguiez	gurguiezi	gurguiază	gurguiem	gurguiați	gurguiază	gurguieze	gurguiază	gurguiat	gurguind	gurguiam	gurguie
gurlui	-	-	gurluie	-	-	gurluie	gurluie	-	gurluit	gurluind	-	gurlui
gurui	-	-	guruie	-	-	guruie	guruie	-	guruit	guruind	-	gurui
gurăi	-	-	gurăie	-	-	gurăie	gurăie	-	gurăit	gurăind	-	gurăi
gâbui	gâbuiesc	gâbuiești	gâbuiește	gâbuim	gâbuiți	gâbuiesc	gâbuiască	gâbuiește	gâbuit	gâbuind	gâbuiam	gâbui
gâfui	gâfuiesc	gâfuiești	gâfuiește	gâfuim	gâfuiți	gâfuiesc	gâfuiască	gâfuiește	gâfuit	gâfuind	gâfuiam	gâfui
gâfâi	gâfâi	gâfâi	gâfâie	gâfâim	gâfâiți	gâfâie	gâfâiască	gâfâie	gâfâit	gâfâind	gâfâiam	gâfâi
gâgâi	-	-	gâgâie	-	-	gâgâie	gâgâie	-	gâgâit	gâgâind	-	gâgâi
gâjâi	gâjâi	gâjâi	gâjâie	gâjâim	gâjâiți	gâjâie	gâjâie	gâjâie	gâjâit	gâjâind	gâjâiam	gâjâi
gâlgâi	gâlgâi	gâlgâi	gâlgâie	gâlgâim	gâlgâiți	gâlgâie	gâlgâie	gâlgâie	gâlgâit	gâlgâind	gâlgâiam	gâlgâi
gângâi	gângâi	gângâi	gângâie	gângâim	gângâiți	gângâie	gângâie	gângâie	gângâit	gângâind	gângâiam	gângâi
gârâi	-	-	gârâie	-	-	gârâie	gârâie	-	gârâit	gârâind	-	gârâi
gâtui	gâtui	gâtui	gâtuie	gâtuim	gâtuiți	gâtuie	gâtuie	gâtuie	gâtuit	gâtuind	gâtuiam	gâtui
găbui	găbuiesc	găbuiești	găbuiește	găbuim	găbuiți	găbuiesc	găbuiască	găbuiește	găbuit	găbuind	găbuiam	găbui
găgăi	-	-	găgăie	-	-	găgăie	găgăie	-	găgăit	găgăind	-	găgăi
găibăra	gaibăr	gaibări	gaibără	găibărăm	găibărați	gaibără	gaibăre	gaibără	găibărat	găibărând	găibăram	găibără
gărdui	gărduiesc	gărduiești	gărduiește	gărduim	gărduiți	gărduiesc	gărduiască	gărduiește	gărduit	gărduind	gărduiam	gărdui
găzdui	găzduiesc	găzduiești	găzduiește	găzduim	găzduiți	găzduiesc	găzduiască	găzduiește	găzduit	găzduind	găzduiam	găzdui
habitua	habituez	habituezi	habituează	habituăm	habituați	habituează	habitueze	habituează	habituat	habituând	habituam	habituă
harecilui	hareciluiesc	hareciluiești	hareciluiește	hareciluim	hareciluiți	hareciluiesc	hareciluiască	hareciluiește	hareciluit	hareciluind	hareciluiam	harecilui
hareciui	hareciuiesc	hareciuiești	hareciuiește	hareciuim	hareciuiți	hareciuiesc	hareciuiască	hareciuiește	hareciuit	hareciuind	hareciuiam	hareciui
hartoi	hartoiesc	hartoiești	hartoiește	hartoim	hartoiți	hartoiesc	hartoiască	hartoiește	hartoit	hartoind	hartoiam	hartoi
hartui	hartuiesc	hartuiești	hartuiește	hartuim	hartuiți	hartuiesc	hartuiască	hartuiește	hartuit	hartuind	hartuiam	hartui
hectografia	hectografiez	hectografiezi	hectografiază	hectografiem	hectografiați	hectografiază	hectografieze	hectografiază	hectografiat	hectografiind	hectografiam	hectografie
hegui	heguiesc	heguiești	heguiește	heguim	heguiți	heguiesc	heguiască	heguiește	heguit	heguind	heguiam	hegui
hemetui	hemetui	hemetui	hemetuie	hemetuim	hemetuiți	hemetuie	hemetuie	hemetuie	hemetuit	hemetuind	hemetuiam	hemetui
herelui	hereluiesc	hereluiești	hereluiește	hereluim	hereluiți	hereluiesc	hereluiască	hereluiește	hereluit	hereluind	hereluiam	herelui
hicăi	hicăiesc	hicăiești	hicăiește	hicăim	hicăiți	hicăiesc	hicăiască	hicăiește	hicăit	hicăind	hicăiam	hicăi
hihăi	hihăiesc	hihăiești	hihăiește	hihăim	hihăiți	hihăiesc	hihăiască	hihăiește	hihăit	hihăind	hihăiam	hihăi
hipertrofia	hipertrofiez	hipertrofiezi	hipertrofiază	hipertrofiem	hipertrofiați	hipertrofiază	hipertrofieze	hipertrofiază	hipertrofiat	hipertrofiind	hipertrofiam	hipertrofie
historia	historiez	historiezi	historiază	historiem	historiați	historiază	historieze	historiază	historiat	historiind	historiam	historie
hlobăna	hlobăn	hlobăni	hlobănă	-	-	hlobănă	hlobăne	hlobănă	-	-	-	-
hlădui	hlăduiesc	hlăduiești	hlăduiește	hlăduim	hlăduiți	hlăduiesc	hlăduiască	hlăduiește	hlăduit	hlăduind	hlăduiam	hlădui
hodăcăi	hodăcăiesc	hodăcăiești	hodăcăiește	hodăcăim	hodăcăiți	hodăcăiesc	hodăcăiască	hodăcăiește	hodăcăit	hodăcăind	hodăcăiam	hodăcăi
hojbăi	hojbăi	hojbăi	hojbăie	hojbăim	hojbăiți	hojbăie	hojbăie	hojbăie	hojbăit	hojbăind	hojbăiam	hojbăi
holtei	holteiesc	holteiești	holteiește	holteim	holteiți	holteiesc	holteiască	holteiește	holteit	holteind	holteiam	holtei
honcăi	honcăi	honcăi	honcăie	honcăim	honcăiți	honcăie	honcăie	honcăie	honcăit	honcăind	honcăiam	honcăi
honui	honuiesc	honuiești	honuiește	honuim	honuiți	honuiesc	honuiască	honuiește	honuit	honuind	honuiam	honui
hopăi	hopăi	hopăi	hopăie	hopăim	hopăiți	hopăie	hopăie	hopăie	hopăit	hopăind	hopăiam	hopăi
horcăi	horcăi	horcăi	horcăie	horcăim	horcăiți	horcăie	horcăie	horcăie	horcăit	horcăind	horcăiam	horcăi
horhăi	horhăi	horhăi	horhăie	horhăim	horhăiți	horhăie	horhăie	horhăie	horhăit	horhăind	horhăiam	horhăi
horobăi	horobăiesc	horobăiești	horobăiește	horobăim	horobăiți	horobăiesc	horobăiască	horobăiește	horobăit	horobăind	horobăiam	horobăi
horpăi	horpăi	horpăi	horpăie	horpăim	horpăiți	horpăie	horpăiască	horpăie	horpăit	horpăind	horpăiam	horpăi
horăi	horăi	horăi	horăie	horăim	horăiți	horăie	horăie	horăie	horăit	horăind	horăiam	horăi
hotâcâi	hotâcâi	hotâcâi	hotâcâie	hotâcâim	hotâcâiți	hotâcâie	hotâcâie	hotâcâie	hotâcâit	hotâcâind	hotâcâiam	hotâcâi
hrentui	hrentuiesc	hrentuiești	hrentuiește	hrentuim	hrentuiți	hrentuiesc	hrentuiască	hrentuiește	hrentuit	hrentuind	hrentuiam	hrentui
hrenui	hrenuiesc	hrenuiești	hrenuiește	hrenuim	hrenuiți	hrenuiesc	hrenuiască	hrenuiește	hrenuit	hrenuind	hrenuiam	hrenui
hrențui	hrențuiesc	hrențuiești	hrențuiește	hrențuim	hrențuiți	hrențuiesc	hrențuiască	hrențuiește	hrențuit	hrențuind	hrențuiam	hrențui
hrepcui	hrepcuiesc	hrepcuiești	hrepcuiește	hrepcuim	hrepcuiți	hrepcuiesc	hrepcuiască	hrepcuiește	hrepcuit	hrepcuind	hrepcuiam	hrepcui
huciui	huciuiesc	huciuiești	huciuiește	huciuim	huciuiți	huciuiesc	huciuiască	huciuiește	huciuit	huciuind	huciuiam	huciui
huhui	-	-	huhuiește	-	-	huhuiesc	huhuiască	-	huhuit	huhuind	-	huhui
huhăi	-	-	huhăie	-	-	huhăie	huhăie	-	huhăit	huhăind	-	huhăi
hui	-	-	huiește	-	-	huiesc	huiască	-	huit	huind	-	hui
huiduca	huiduc	huiduci	huiducă	-	-	huiducă	huiduce	huiducă	-	-	-	-
huidui	huiduiesc	huiduiești	huiduiește	huiduim	huiduiți	huiduiesc	huiduiască	huiduiește	huiduit	huiduind	huiduiam	huidui
huița	huiț	huiți	huiță	-	-	huiță	huițe	huiță	-	-	-	-
hultui	hultuiesc	hultuiești	hultuiește	hultuim	hultuiți	hultuiesc	hultuiască	hultuiește	hultuit	hultuind	hultuiam	hultui
hului	-	-	huluiește	-	-	huluiesc	huluiască	-	huluit	huluind	-	hului
humui	humuiesc	humuiești	humuiește	humuim	humuiți	humuiesc	humuiască	humuiește	humuit	humuind	humuiam	humui
hupăi	hupăi	hupăi	hupăie	hupăim	hupăiți	hupăie	hupăie	hupăie	hupăit	hupăind	hupăiam	hupăi
hurcui	hurcui	hurcui	hurcuie	hurcuim	hurcuiți	hurcuie	hurcuie	hurcuie	hurcuit	hurcuind	hurcuiam	hurcui
hurducăi	hurducăi	hurducăi	hurducăie	hurducăim	hurducăiți	hurducăie	hurducăie	hurducăie	hurducăit	hurducăind	hurducăiam	hurducăi
hurdui	hurduiesc	hurduiești	hurduiește	hurduim	hurduiți	hurduiesc	hurduiască	hurduiește	hurduit	hurduind	hurduiam	hurdui
hurui	-	-	huruie	-	-	huruie	huruie	-	huruit	huruind	-	hurui
hurătui	hurătuiesc	hurătuiești	hurătuiește	hurătuim	hurătuiți	hurătuiesc	hurătuiască	hurătuiește	hurătuit	hurătuind	hurătuiam	hurătui
huzdupa	huzdup	huzdupi	huzdupă	-	-	huzdupă	huzdupe	huzdupă	-	-	-	-
huțuța	huțuț	huțuți	huțuță	-	-	huțuță	huțuțe	huțuță	-	-	-	-
hâcâi	hâcâi	hâcâi	hâcâie	hâcâim	hâcâiți	hâcâie	hâcâie	hâcâie	hâcâit	hâcâind	hâcâiam	hâcâi
hâi	hâiesc	hâiești	hâiește	hâim	hâiți	hâiesc	hâiască	hâiește	hâit	hâind	hâiam	hâi
hâmâi	-	-	hâmâie	-	-	hâmâie	hâmâie	-	hâmâit	hâmâind	-	hâmâi
hârbui	hârbuiesc	hârbuiești	hârbuiește	hârbuim	hârbuiți	hârbuiesc	hârbuiască	hârbuiește	hârbuit	hârbuind	hârbuiam	hârbui
hârcâi	hârcâi	hârcâi	hârcâie	hârcâim	hârcâiți	hârcâie	hârcâiască	hârcâie	hârcâit	hârcâind	hârcâiam	hârcâi
hârcăi	hârcăi	hârcăi	hârcăie	hârcăim	hârcăiți	hârcăie	hârcăie	hârcăie	hârcăit	hârcăind	hârcăiam	hârcăi
hârjii	hârjiesc	hârjiești	hârjie	hârjiim	hârjiiți	hârjie	hârjiască	hârjie	hârjiit	hârjiind	hârjiam	hârjii
hârjâi	hârjâi	hârjâi	hârjâie	hârjâim	hârjâiți	hârjâie	hârjâie	hârjâie	hârjâit	hârjâind	hârjâiam	hârjâi
hârâi	hârâi	hârâi	hârâie	hârâim	hârâiți	hârâie	hârâie	hârâie	hârâit	hârâind	hârâiam	hârâi
hârșcâi	hârșcâi	hârșcâi	hârșcâie	hârșcâim	hârșcâiți	hârșcâie	hârșcâie	hârșcâie	hârșcâit	hârșcâind	hârșcâiam	hârșcâi
hârșii	hârșiesc	hârșiești	hârșiește	hârșiim	hârșiiți	hârșiesc	hârșiască	hârșiește	hârșiit	hârșiind	hârșiam	hârșii
hârșâi	hârșâi	hârșâi	hârșâie	hârșâim	hârșâiți	hârșâie	hârșâie	hârșâie	hârșâit	hârșâind	hârșâiam	hârșâi
hârțui	hârțuiesc	hârțuiești	hârțuiește	hârțuim	hârțuiți	hârțuiesc	hârțuiască	hârțuiește	hârțuit	hârțuind	hârțuiam	hârțui
hâtcâi	hâtcâiesc	hâtcâiești	hâtcâiește	hâtcâim	hâtcâiți	hâtcâiesc	hâtcâiască	hâtcâiește	hâtcâit	hâtcâind	hâtcâiam	hâtcâi
hâșei	hâșeiesc	hâșeiești	hâșeiește	hâșeim	hâșeiți	hâșeiesc	hâșeiască	hâșeiește	hâșeit	hâșeind	hâșeiam	hâșei
hâșii	hâșiesc	hâșiești	hâșiește	hâșiim	hâșiiți	hâșiesc	hâșiască	hâșiește	hâșiit	hâșiind	hâșiam	hâșii
hâșâi	hâșâiesc	hâșâiești	hâșâiește	hâșâim	hâșâiți	hâșâiesc	hâșâiască	hâșâiește	hâșâit	hâșâind	hâșâiam	hâșâi
hâșăi	hâșăiesc	hâșăiești	hâșăiește	hâșăim	hâșăiți	hâșăiesc	hâșăiască	hâșăiește	hâșăit	hâșăind	hâșăiam	hâșăi
hâțâi	hâțâi	hâțâi	hâțâie	hâțâim	hâțâiți	hâțâie	hâțâie	hâțâie	hâțâit	hâțâind	hâțâiam	hâțâi
hăcui	hăcuiesc	hăcuiești	hăcuiește	hăcuim	hăcuiți	hăcuiesc	hăcuiască	hăcuiește	hăcuit	hăcuind	hăcuiam	hăcui
hăcăi	-	-	hăcăie	-	-	hăcăie	hăcăie	-	hăcăit	hăcăind	-	hăcăi
hăi	hăiesc	hăiești	hăiește	hăim	hăiți	hăiesc	hăiască	hăiește	hăit	hăind	hăiam	hăi
hăicăi	hăicăi	hăicăi	hăicăie	hăicăim	hăicăiți	hăicăie	hăicăie	hăicăie	hăicăit	hăicăind	hăicăiam	hăicăi
hăitui	hăituiesc	hăituiești	hăituiește	hăituim	hăituiți	hăituiesc	hăituiască	hăituiește	hăituit	hăituind	hăituiam	hăitui
hălcăzui	hălcăzuiesc	hălcăzuiești	hălcăzuiește	hălcăzuim	hălcăzuiți	hălcăzuiesc	hălcăzuiască	hălcăzuiește	hălcăzuit	hălcăzuind	hălcăzuiam	hălcăzui
hălpăi	hălpăi	hălpăi	hălpăie	hălpăim	hălpăiți	hălpăie	hălpăie	hălpăie	hălpăit	hălpăind	hălpăiam	hălpăi
hălăcăi	hălăcăi	hălăcăi	hălăcăie	hălăcăim	hălăcăiți	hălăcăie	hălăcăie	hălăcăie	hălăcăit	hălăcăind	hălăcăiam	hălăcăi
hălădui	hălăduiesc	hălăduiești	hălăduiește	hălăduim	hălăduiți	hălăduiesc	hălăduiască	hălăduiește	hălăduit	hălăduind	hălăduiam	hălădui
hălăi	hălăi	hălăi	hălăie	hălăim	hălăiți	hălăie	hălăie	hălăie	hălăit	hălăind	hălăiam	hălăi
hălălăi	hălălăiesc	hălălăiești	hălălăiește	hălălăim	hălălăiți	hălălăiesc	hălălăiască	hălălăiește	hălălăit	hălălăind	hălălăiam	hălălăi
hămui	hămuiesc	hămuiești	hămuiește	hămuim	hămuiți	hămuiesc	hămuiască	hămuiește	hămuit	hămuind	hămuiam	hămui
hămăi	-	-	hămăie	-	-	hămăie	hămăie	-	hămăit	hămăind	-	hămăi
hăpui	hăpuiesc	hăpuiești	hăpuiește	hăpuim	hăpuiți	hăpuiesc	hăpuiască	hăpuiește	hăpuit	hăpuind	hăpuiam	hăpui
hăpăi	hăpăiesc	hăpăiești	hăpăiește	hăpăim	hăpăiți	hăpăiesc	hăpăiască	hăpăiește	hăpăit	hăpăind	hăpăiam	hăpăi
hăpălui	-	-	hăpăluiește	-	-	hăpăluiesc	hăpăluiască	-	hăpăluit	hăpăluind	-	hăpălui
hărșui	hărșuiesc	hărșuiești	hărșuiește	hărșuim	hărșuiți	hărșuiesc	hărșuiască	hărșuiește	hărșuit	hărșuind	hărșuiam	hărșui
hărțui	hărțuiesc	hărțuiești	hărțuiește	hărțuim	hărțuiți	hărțuiesc	hărțuiască	hărțuiește	hărțuit	hărțuind	hărțuiam	hărțui
